method,steps,seed,mAP50_target,mAP50_non_target,mAP50_all,AP_person_free_non_target,AP_person_cooccur_non_target,PSNR,LPIPS,average_perturbed_area_ratio,average_support_area_ratio,poisoned_count,target_collapse_score,non_target_retention_score
tap_mask,40,0,0.415736674351004,0.7067189563767012,0.6921698422754163,0.578735980395535,0.5590349323750311,34.579973716193216,0.09419953745505896,0.35436236341600064,0.35460194072790674,6095,0.4867448464802421,0.9060499440726939
