method,steps,seed,mAP50_target,mAP50_non_target,mAP50_all,AP_person_free_non_target,AP_person_cooccur_non_target,PSNR,LPIPS,average_perturbed_area_ratio,target_collapse_score,non_target_retention_score
tausb_mask,40,1,0.21589719856288853,0.7104913274046946,0.6857616209626044,0.5751276731419335,0.5604830667186216,nan,nan,0.0,0.7334602486877919,0.9108863171855058
