method,steps,seed,mAP50_target,mAP50_non_target,mAP50_all,AP_person_free_non_target,AP_person_cooccur_non_target,PSNR,LPIPS,average_perturbed_area_ratio,target_collapse_score,non_target_retention_score
tausb_mask,40,0,0.34349694815023424,0.713452313759121,0.6949545454786766,0.5849860613256975,0.5507314301933004,nan,nan,0.0,0.5759296936416862,0.9146824535373346
