epoch,align_clean_topk,align_adv_topk,L_entangle_bg,L_anchor,L_collapse_aux,alsi_score,cos_t_conf,cos_t_clean,M_conf_sum,rlcp_conf_mass,rlcp_trim_keep_ratio,rlcp_core_exclusion_ratio,rlcp_adaptive_inner_mean,rlcp_adaptive_outer_mean,rlcp_adaptive_inner_min,rlcp_adaptive_outer_max,confounder_purity_ratio,overlap_ratio,preserve_loss,L_margin,margin_clean_mean,margin_adv_mean,gate_positive_ratio,pag_positive_ratio,pag_threshold,pag_mean_target_score,pag_fallback_count,perturbed_area_ratio_mean,L_tv,L_budget,L_total,L_tsvc,L_sem,sld_score,mean_abs_delta,max_abs_delta,saturation_ratio,support_prebaked_ratio,support_fallback_ratio,support_empty_ratio,grad_norm_fourier,grad_norm_suppress,freq_mode,freq_active_num_bases,freq_candidate_num_bases,freq_score_top_mean,enable_band_aware_freq_basis,freq_band_low_candidate_num,freq_band_mid_candidate_num,freq_band_high_candidate_num,freq_band_low_active_num,freq_band_mid_active_num,freq_band_high_active_num,freq_band_low_score_mean,freq_band_mid_score_mean,freq_band_high_score_mean,freq_band_low_score_top_mean,freq_band_mid_score_top_mean,freq_band_high_score_top_mean,freq_band_low_radius_mean,freq_band_mid_radius_mean,freq_band_high_radius_mean,freq_selected_low_indices,freq_selected_mid_indices,freq_selected_high_indices,freq_selected_low_coords,freq_selected_mid_coords,freq_selected_high_coords
1,0.02245887715780125,0.019776898303638723,3.9877854038098355,0.5213319636063084,0.19468945558146228,922526.9844318539,0.5408319147663844,0.9283242605281103,2790.2354532343634,259204.36745406824,0.822676592155287,0.12476999648109487,13.660112979413595,32.21580564920282,8.03983035209196,36.0,0.8714381797686419,0.7497700748801803,0.006200691909661267,0.00468392706876196,0.41357947273908324,0.4000468955343477,0.011904762126505375,0.5343659166269891,0.7756266490148154,0.7521251167284895,4.74015748031496,0.1085742536609567,0.01010119647894964,0.5471370402048892,68.8788844030986,0.19468945558146228,0.5213319636063084,922526.9844318539,0.004901110634312835,0.0627450942993164,0.062476164046424414,1.0,0.0,0.0,3.2348580360412598,-1.0,explore,16,64,0.8652629852294922,True,16,32,16,1,13,2,0.7947620153427124,0.7145346403121948,0.8107350468635559,0.9370974898338318,0.8460363745689392,0.9543195962905884,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [4, 623], [634, 10], [18, 4], [623, 10]]","[[633, 608], [0, 33]]"
2,0.02234547365923703,0.019444465569985584,3.839299595575007,0.598360947149945,0.19072433639307973,882681.3268538655,0.5477912099909751,0.9187269932850346,2791.520519853994,258955.80839895012,0.8224988617374512,0.1251148415552453,13.652895963469462,32.19763642052307,8.04716788979917,36.0,0.8711230229439606,0.7520026038691707,0.006790099898964323,0.0052675884263047625,0.4142819825080749,0.39865491730882113,0.011904762126505375,0.5345549306626876,0.7741840980924135,0.7511672923258265,4.688976377952756,0.10946115186521074,0.011418804727993377,0.5754403813773878,66.80511602767183,0.19072433639307973,0.598360947149945,882681.3268538655,0.005076954424811473,0.0627450942993164,0.06694435720818406,1.0,0.0,0.0,2.786210775375366,-1.0,explore,16,64,0.8437213897705078,True,16,32,16,1,13,2,0.7845337986946106,0.6737838983535767,0.7564746737480164,0.9133368134498596,0.8301104307174683,0.8973852396011353,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [4, 623], [634, 10], [18, 4], [623, 10]]","[[633, 608], [0, 33]]"
3,0.022365248526184968,0.01943458571817403,3.8336581082481724,0.608662854459655,0.19024358887293832,853638.4582541585,0.5472630794084288,0.9176684137586957,2796.0832006366036,258861.41994750657,0.8224200336743321,0.12502085816994396,13.661800558871693,32.21067932934853,8.064523253692421,36.0,0.8711544397896656,0.7483981442432819,0.00694903723890661,0.005463397116352941,0.41254779845085043,0.39614499061126407,0.011904762126505375,0.5345339199699523,0.7718519269062084,0.7489359186873625,4.725721784776903,0.10996505927069607,0.012247929955756883,0.602017229623369,66.7625539684546,0.19024358887293832,0.608662854459655,853638.4582541585,0.005160118867533179,0.0627450942993164,0.06919992842229958,1.0,0.0,0.0,6.932894229888916,-1.0,explore,16,64,0.8383453488349915,True,16,32,16,1,13,2,0.794258177280426,0.655398428440094,0.75114905834198,0.9266132712364197,0.8218764066696167,0.9012597799301147,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [4, 623], [634, 10], [18, 4], [623, 10]]","[[633, 608], [0, 33]]"
4,0.022477706096176636,0.019471099367976346,3.8372121820925416,0.587547546433495,0.19183736438239654,900276.3818871079,0.5475217490110708,0.9186652521500951,2788.7057192878365,259244.73490813648,0.8224551396889324,0.12522770930020033,13.643956553417961,32.18508403582479,8.055490924762754,36.0,0.8709996458396801,0.7509489366784051,0.006934481995605577,0.005382242778780121,0.41218014579667195,0.39604725145057745,0.011904762126505375,0.5351132485733284,0.7765202562072003,0.7527074169757783,4.7047244094488185,0.10974737913824442,0.012745192708335133,0.6184592229018374,66.71942975702561,0.19183736438239654,0.587547546433495,900276.3818871079,0.005187409709322601,0.0627450942993164,0.07034259389235278,1.0,0.0,0.0,3.654022693634033,-1.0,explore,16,64,0.8404604196548462,True,16,32,16,1,13,2,0.7962257862091064,0.650500476360321,0.746511697769165,0.9178481101989746,0.8252922296524048,0.9003604054450989,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [4, 623], [634, 10], [18, 4], [623, 10]]","[[633, 608], [0, 33]]"
5,0.02246384478108151,0.019493748813383574,3.8376794706179402,0.6041041917297159,0.18892657007836294,984226.3114837608,0.5464953252949529,0.9173673714604798,2789.317938750393,259300.50131233595,0.8225689794160983,0.12500706062401865,13.670834931923974,32.224213572498066,8.05086574999604,36.0,0.8712001011354408,0.7492637439648805,0.006836148524617781,0.005190376025538102,0.4132677128934485,0.3972805045603767,0.011904762126505375,0.5346519529604915,0.775745134762951,0.7527955923500054,4.746719160104987,0.11001416997803165,0.013344945074389065,0.6326023240884145,66.80283395762206,0.18892657007836294,0.6041041917297159,984226.3114837608,0.005238512013317758,0.0627450942993164,0.07184361849772179,1.0,0.0,0.0,5.426547050476074,-1.0,explore,16,64,0.8473720550537109,True,16,32,16,1,13,2,0.8058515787124634,0.6502552032470703,0.7516708374023438,0.9151138663291931,0.8316836953163147,0.9154759645462036,5.5528267713635415,16.407041394653806,38.8692674917306,[5],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 43, 45, 46]","[48, 49]","[[635, 635]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [4, 623], [627, 622], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
6,0.022559242406151113,0.020136358779231745,3.7111215341122445,0.7076469590188325,0.18149549780007734,843647.5215595923,0.5499064948941051,0.9068850396290647,2787.3703970788138,259542.1758530184,0.8224929994641953,0.12499650918766482,13.645899784432846,32.188682932629895,8.041701019588457,36.0,0.871258540379047,0.753559457118384,0.007553304691024105,0.005951597706662332,0.41564213783722226,0.3976016555597463,0.011904762126505375,0.5349332628598678,0.776874574960351,0.7545299681361383,4.6430446194225725,0.10936242175774938,0.013039054003179933,0.5565491644885596,65.2152607534814,0.18149549780007734,0.7076469590188325,843647.5215595923,0.005284344480468298,0.0627450942993164,0.07321042577269196,1.0,0.0,0.0,8.650065422058105,-1.0,fixed_topk,16,64,0.8473720550537109,True,16,32,16,1,13,2,0.8058515787124634,0.6502552032470703,0.7516708374023438,0.9151138663291931,0.8316836953163147,0.9154759645462036,5.5528267713635415,16.407041394653806,38.8692674917306,[5],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 43, 45, 46]","[48, 49]","[[635, 635]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [4, 623], [627, 622], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
7,0.02232593629971205,0.019898549873587183,3.6778186024643307,0.7214600828688914,0.17979886697659028,903509.8119829521,0.5503395079353972,0.9035694609867932,2793.115391128016,259226.35433070865,0.8226683684899314,0.12491858672911421,13.658868831153994,32.2099522861976,8.047372298204772,36.0,0.8712817086913802,0.7520658847312688,0.007826801159680673,0.0062647285801159915,0.41260859172722797,0.39392146479895734,0.011904762126505375,0.5346012160767749,0.7745303309010831,0.7520770850682028,4.730971128608924,0.10982192036869332,0.013502484744810682,0.55318163730341,64.7310428569323,0.17979886697659028,0.7214600828688914,903509.8119829521,0.005349747729646605,0.0627450942993164,0.07486222328476393,1.0,0.0,0.0,7.988543510437012,-1.0,fixed_topk,16,64,0.8473720550537109,True,16,32,16,1,13,2,0.8058515787124634,0.6502552032470703,0.7516708374023438,0.9151138663291931,0.8316836953163147,0.9154759645462036,5.5528267713635415,16.407041394653806,38.8692674917306,[5],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 43, 45, 46]","[48, 49]","[[635, 635]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [4, 623], [627, 622], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
