method,steps,seed,mAP50_target,mAP50_non_target,mAP50_all,AP_person_free_non_target,AP_person_cooccur_non_target,PSNR,LPIPS,average_perturbed_area_ratio,average_support_area_ratio,poisoned_count,target_collapse_score,non_target_retention_score
rem_mask,40,0,0.3775049161621919,0.7149441943003834,0.6980722303934738,0.5751261733497144,0.5741851257687339,37.071294068644946,0.07645406882013102,0.35137946730615394,0.35460194072790674,6095,0.5339445479479112,0.9165951208979274
