epoch,align_clean_topk,align_adv_topk,L_entangle_bg,L_anchor,L_collapse_aux,alsi_score,cos_t_conf,cos_t_clean,M_conf_sum,rlcp_conf_mass,rlcp_trim_keep_ratio,rlcp_core_exclusion_ratio,rlcp_adaptive_inner_mean,rlcp_adaptive_outer_mean,rlcp_adaptive_inner_min,rlcp_adaptive_outer_max,confounder_purity_ratio,overlap_ratio,preserve_loss,L_margin,margin_clean_mean,margin_adv_mean,gate_positive_ratio,pag_positive_ratio,pag_threshold,pag_mean_target_score,pag_fallback_count,perturbed_area_ratio_mean,L_tv,L_budget,L_total,L_tsvc,L_sem,sld_score,mean_abs_delta,max_abs_delta,saturation_ratio,support_prebaked_ratio,support_fallback_ratio,support_empty_ratio,raw_instance_area_ratio,final_support_area_ratio,ring_added_area_ratio,pixel_support_area_ratio,ring_area_ratio,ring_safe_area_ratio,topology_context_overlap_ratio,raw_core_delta_abs_mean,raw_ring_delta_abs_mean,raw_ring_to_core_ratio,eff_core_delta_abs_mean,eff_ring_delta_abs_mean,eff_ring_to_core_ratio,core_delta_abs_mean,ring_delta_abs_mean,effective_ring_to_core_ratio,core_grad_abs_mean,ring_grad_abs_mean,ring_grad_to_core_ratio,grad_snr_M_AL,cos_t_conf_clean,cos_t_conf_adv,cos_t_conf_drift,target_feature_norm_clean,target_feature_norm_adv,context_feature_norm_clean,context_feature_norm_adv,target_logit_clean_mean,target_logit_adv_mean,target_prob_clean_mean,target_prob_adv_mean,frozen_assignment_guidance_enabled,freeze_assignment_epoch,ring_weight,topology_ring_weight,fdacb_enabled,fdacb_alpha,fdacb_guidance_percentile_cfg,fdacb_guidance_percentile_used,fdacb_guidance_spread_enabled,fdacb_guidance_spread_px,fdacb_guidance_spread_sigma,fdacb_bridge_grad_balance_enabled,fdacb_bridge_grad_scale,fdacb_bridge_grad_clip_ratio,fdacb_target_eff_ring_to_core,fdacb_assign_img_nonzero_ratio,fdacb_assign_spread_nonzero_ratio,fdacb_ring_coverage_ratio,fdacb_guidance_sum,fdacb_guided_ring_area_ratio,fdacb_guided_ring_mean_score,fdacb_ring_guidance_raw_mean,fdacb_ring_guidance_norm_mean,fdacb_ring_guidance_norm_max,fdacb_guided_ring_nonzero_ratio,fdacb_guided_ring_soft_mean,fdacb_eff_ring_to_core_ratio,fdacb_raw_ring_to_core_ratio,fdacb_bridge_grad_mean,fdacb_core_grad_mean,fdacb_bridge_grad_to_core_ratio,dual_carrier_fdacb_enabled,bridge_lr,bridge_alpha,bridge_tv_weight,bridge_linf_eps_ratio,bridge_delta_abs_mean,bridge_delta_max_abs,bridge_internal_abs_mean,bridge_output_abs_mean,bridge_eff_ring_abs_mean,bridge_eff_ring_to_core_ratio,core_output_abs_mean,core_eff_abs_mean,total_output_ring_abs_mean,total_eff_ring_to_core_ratio,bridge_output_sum_to_core_sum_ratio,total_ring_sum_to_core_sum_ratio,bridge_tv_loss,fdacb_context_conf_area_ratio,fdacb_context_target_overlap_ratio,fdacb_non_target_overlap_ratio,fdacb_guidance_valid,diag_p3_topology_sum,diag_p3_assign_sum,diag_p3_M_AL_sum,diag_p3_overlap_ratio,diag_p3_M_AL_density,diag_p3_pag_units,diag_p4_topology_sum,diag_p4_assign_sum,diag_p4_M_AL_sum,diag_p4_overlap_ratio,diag_p4_M_AL_density,diag_p4_pag_units,diag_p5_topology_sum,diag_p5_assign_sum,diag_p5_M_AL_sum,diag_p5_overlap_ratio,diag_p5_M_AL_density,diag_p5_pag_units,fdacb_guidance_norm_mode,bridge_carrier_type,grad_norm_fourier,grad_norm_suppress,support_source,freq_mode,freq_active_num_bases,freq_candidate_num_bases,freq_score_top_mean,freq_score_max,freq_score_min,active_basis_indices
1,0.02245887715780125,0.02035171378726565,3.8105275731074215,0.5650342164737336,0.17646985199898874,2243394.0745433527,0.5644907019282784,0.9320276384017806,2763.538395144912,256712.97112860892,0.9236571507060729,0.12476999648109487,13.660112979413595,32.21580564920282,8.03983035209196,36.0,0.8629149479047445,0.950325685107915,0.0066897462411290385,0.0051231092879986985,0.41357947273908324,0.39753206760629894,0.011904762126505375,0.5343659166269891,0.7756266490148154,0.7521251167284895,4.74015748031496,0.11087422147197673,0.018616046501707954,0.486869394818316,71.63329023826779,0.17646985199898874,0.5650342164737336,2243394.0745433527,0.004721577663342326,0.0627450942993164,0.05822298188603378,1.0,0.0,0.0,0.15890670852025848,0.11964794940601184,0.05070807588765359,0.11964794940601184,0.03655147630711553,0.03110122065648945,0.0,0.08065913150683855,0.000682759288195879,0.5061456238047645,0.08065913150683855,0.000682759288195879,0.5061456238047645,0.08065913150683855,0.000682759288195879,0.5061456238047645,0.0,0.0,0.0,nan,0.5224551508921808,0.5678751227345679,0.045419973351857414,5.979519369408217,5.59103157816492,3.9711704671852215,3.9616077879699563,nan,nan,nan,nan,1.0,0.0,0.25,0.25,1.0,0.1,90.0,80.03937007874016,1.0026246719160106,16.04199475065617,6.015748031496063,1.0,8.0,0.5,0.06,0.036457427237133966,0.12968652280844414,0.3429519382081561,57019.12212413878,0.010395573552336123,0.26020804595479363,0.17754140480609704,0.26020804688999344,1.0,0.010395573552336123,0.2602080459569409,0.5061456238047645,0.5061456238047645,0.0,0.0,0.0,1.0,0.02,1.0,0.0001,0.25,0.002329064034224363,0.014148462563753128,0.0026337701688417267,0.000682759288195879,0.000682759288195879,0.5061456238047645,0.08065913150683855,0.08065913150683855,0.000682759288195879,0.5061456238047645,173728.0843132961,173728.0843132961,0.0008755024935458322,0.06147876538316722,0.0,0.0,1.0,16767.286089238845,44.40419947506562,44.26902887139108,0.9883673519982918,0.0028387376289846027,44.40419947506562,4200.3385826771655,64.66535433070867,62.42125984251968,0.9630877747147262,0.01551263574458154,64.66535433070867,1052.9107611548557,77.01837270341207,69.41863517060368,0.8995219286107277,0.06648865152094376,77.01837270341207,ring_percentile,local_grid,3.2627062797546387,-1.0,prebaked,explore,16,64,0.6674622297286987,0.7666882872581482,0.13739113509655,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]"
