method,steps,seed,mAP50_target,mAP50_non_target,mAP50_all,AP_person_free_non_target,AP_person_cooccur_non_target,PSNR,LPIPS,average_perturbed_area_ratio,average_support_area_ratio,poisoned_count,target_collapse_score,non_target_retention_score
lsp_mask,40,0,0.16480960041482112,0.705551849392035,0.6785147369431744,0.5745750070305546,0.5495870639718277,31.70271221396128,0.11026935086040282,0.3540448061108956,0.35460194072790674,6095,0.7965313575125665,0.9045536530667114
