method,steps,seed,mAP50_target,mAP50_non_target,mAP50_all,AP_person_free_non_target,AP_person_cooccur_non_target,PSNR,LPIPS,average_perturbed_area_ratio,average_support_area_ratio,poisoned_count,target_collapse_score,non_target_retention_score
em_mask,40,0,0.3925332251417105,0.7184899722138794,0.7021921348602709,0.5792555755041513,0.572088367227429,37.20563364968203,0.07201873957401761,0.3513127083452681,0.35460194072790674,6095,0.5153910800719623,0.9211409900177941
