epoch,align_clean_topk,align_adv_topk,L_entangle_bg,L_anchor,L_collapse_aux,alsi_score,cos_t_conf,cos_t_clean,M_conf_sum,rlcp_conf_mass,rlcp_trim_keep_ratio,rlcp_core_exclusion_ratio,rlcp_adaptive_inner_mean,rlcp_adaptive_outer_mean,rlcp_adaptive_inner_min,rlcp_adaptive_outer_max,confounder_purity_ratio,overlap_ratio,preserve_loss,L_margin,margin_clean_mean,margin_adv_mean,gate_positive_ratio,pag_positive_ratio,pag_threshold,pag_mean_target_score,pag_fallback_count,perturbed_area_ratio_mean,L_tv,L_budget,L_total,L_tsvc,L_sem,sld_score,mean_abs_delta,max_abs_delta,saturation_ratio,support_prebaked_ratio,support_fallback_ratio,support_empty_ratio,raw_instance_area_ratio,final_support_area_ratio,ring_added_area_ratio,pixel_support_area_ratio,pixel_support_nonzero_area_ratio,pixel_support_soft_mean,average_perturbed_area_ratio,ring_area_ratio,ring_safe_area_ratio,topology_context_overlap_ratio,detector_effective_support_enabled,des_fallback_replica_area_ratio,des_fallback_replica_area_ratio_before_exclusion,des_safe_area_ratio,des_safe_area_ratio_after_exclusion,des_removed_non_target_area_ratio,des_non_target_removed_ratio,des_instance_coverage_ratio,des_bbox_coverage_ratio,raw_core_delta_abs_mean,raw_ring_delta_abs_mean,raw_ring_to_core_ratio,eff_core_delta_abs_mean,eff_ring_delta_abs_mean,eff_ring_to_core_ratio,core_delta_abs_mean,ring_delta_abs_mean,effective_ring_to_core_ratio,core_grad_abs_mean,ring_grad_abs_mean,ring_grad_to_core_ratio,grad_snr_M_AL,cos_t_conf_clean,cos_t_conf_adv,cos_t_conf_drift,target_feature_norm_clean,target_feature_norm_adv,context_feature_norm_clean,context_feature_norm_adv,target_logit_clean_mean,target_logit_adv_mean,target_prob_clean_mean,target_prob_adv_mean,frozen_assignment_guidance_enabled,freeze_assignment_epoch,ring_weight,topology_ring_weight,fdacb_enabled,fdacb_alpha,fdacb_guidance_percentile_cfg,fdacb_guidance_percentile_used,fdacb_guidance_spread_enabled,fdacb_guidance_spread_px,fdacb_guidance_spread_sigma,fdacb_bridge_grad_balance_enabled,fdacb_bridge_grad_scale,fdacb_bridge_grad_clip_ratio,fdacb_target_eff_ring_to_core,fdacb_assign_img_nonzero_ratio,fdacb_assign_spread_nonzero_ratio,fdacb_ring_coverage_ratio,fdacb_guidance_sum,fdacb_guided_ring_area_ratio,fdacb_guided_ring_mean_score,fdacb_ring_guidance_raw_mean,fdacb_ring_guidance_norm_mean,fdacb_ring_guidance_norm_max,fdacb_guided_ring_nonzero_ratio,fdacb_guided_ring_soft_mean,fdacb_eff_ring_to_core_ratio,fdacb_raw_ring_to_core_ratio,fdacb_bridge_grad_mean,fdacb_core_grad_mean,fdacb_bridge_grad_to_core_ratio,dual_carrier_fdacb_enabled,bridge_lr,bridge_alpha,bridge_tv_weight,bridge_linf_eps_ratio,bridge_delta_abs_mean,bridge_delta_max_abs,bridge_internal_abs_mean,bridge_output_abs_mean,bridge_eff_ring_abs_mean,bridge_eff_ring_to_core_ratio,core_output_abs_mean,core_eff_abs_mean,total_output_ring_abs_mean,total_eff_ring_to_core_ratio,bridge_output_sum_to_core_sum_ratio,total_ring_sum_to_core_sum_ratio,bridge_tv_loss,fdacb_context_conf_area_ratio,fdacb_context_target_overlap_ratio,fdacb_non_target_overlap_ratio,fdacb_guidance_valid,diag_p3_topology_sum,diag_p3_assign_sum,diag_p3_M_AL_sum,diag_p3_overlap_ratio,diag_p3_M_AL_density,diag_p3_pag_units,diag_p4_topology_sum,diag_p4_assign_sum,diag_p4_M_AL_sum,diag_p4_overlap_ratio,diag_p4_M_AL_density,diag_p4_pag_units,diag_p5_topology_sum,diag_p5_assign_sum,diag_p5_M_AL_sum,diag_p5_overlap_ratio,diag_p5_M_AL_density,diag_p5_pag_units,fdacb_guidance_norm_mode,bridge_carrier_type,support_mode,des_non_target_exclusion_mode,grad_norm_fourier,grad_norm_suppress,support_source,freq_mode,freq_active_num_bases,freq_candidate_num_bases,freq_score_top_mean,freq_score_max,freq_score_min,active_basis_indices
1,0.02245887715780125,0.019633325724923625,3.1354864322607288,1.057000947519746,0.15943353151868334,2055935.648061019,0.5873535491936787,0.8733738315334894,2763.538395144912,256712.97112860892,0.9236571507060729,0.12476999648109487,13.660112979413595,32.21580564920282,8.03983035209196,36.0,0.8629149479047445,0.950325685107915,0.03500637076208441,0.009893139065585522,0.41357947273908324,0.376693271687181,0.011904762126505375,0.5343659166269891,0.7756266490148154,0.7521251167284895,4.74015748031496,0.20626521040135481,0.04039710994780533,0.5561939768121624,61.67843459722564,0.15943353151868334,1.057000947519746,2055935.648061019,0.009133278161257976,0.0627450942993164,0.11561638207524388,1.0,0.0,0.0,0.15890670852025848,0.2096147844079121,0.05070807588765359,0.20942054379956304,0.20942054379956304,0.20942054379956304,0.20626521040135481,0.03655147630711553,0.03110122065648945,0.0,1.0,0.24371164391829273,0.24371164391829273,0.20942054379956304,0.20942054379956304,0.03429110004539721,0.14370080390610965,0.8867895148693786,0.8562991960928644,0.07772607380784338,0.0800629540617282,1.0261895976646862,0.03860936745601419,0.038254535105912514,0.9864037894806019,0.03860936745601419,0.038254535105912514,0.9864037894806019,0.0,0.0,0.0,nan,0.5224551508921808,0.592353683757031,0.06989853286465786,5.979519369408217,5.417717507296454,3.9711704671852215,3.9723991926365105,nan,nan,nan,nan,0.0,0.0,0.25,0.25,0.0,0.1,90.0,75.0,1.0026246719160106,32.041994750656166,12.015748031496063,1.0,8.0,0.5,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9864037894806019,1.0261895976646862,0.0,0.0,0.0,0.0,0.02,1.0,0.0001,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.03860936745601419,0.03860936745601419,0.038254535105912514,0.9864037894806019,0.0,0.28616802250604445,0.0,0.06147876538316722,0.0,0.0,0.0,16767.286089238845,44.40419947506562,44.26902887139108,0.9883673519982918,0.0028387376289846027,44.40419947506562,4200.3385826771655,64.66535433070867,62.42125984251968,0.9630877747147262,0.01551263574458154,64.66535433070867,1052.9107611548557,77.01837270341207,69.41863517060368,0.8995219286107277,0.06648865152094376,77.01837270341207,ring_percentile,local_grid,fallback_replica,eroded_core,5.3757548332214355,-1.0,prebaked,explore,16,64,0.6600731611251831,0.7247411012649536,0.2861264944076538,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]"
