epoch,align_clean_topk,align_adv_topk,L_entangle_bg,L_anchor,L_collapse_aux,alsi_score,cos_t_conf,cos_t_clean,M_conf_sum,rlcp_conf_mass,rlcp_trim_keep_ratio,rlcp_core_exclusion_ratio,rlcp_adaptive_inner_mean,rlcp_adaptive_outer_mean,rlcp_adaptive_inner_min,rlcp_adaptive_outer_max,confounder_purity_ratio,overlap_ratio,preserve_loss,L_margin,margin_clean_mean,margin_adv_mean,gate_positive_ratio,pag_positive_ratio,pag_threshold,pag_mean_target_score,pag_fallback_count,perturbed_area_ratio_mean,L_tv,L_budget,L_total,L_tsvc,L_sem,sld_score,mean_abs_delta,max_abs_delta,saturation_ratio,support_prebaked_ratio,support_fallback_ratio,support_empty_ratio,grad_norm_fourier,grad_norm_suppress,freq_mode,freq_active_num_bases,freq_candidate_num_bases,freq_score_top_mean
1,0.02245887715780125,0.01994638505887993,3.3314892100536917,0.8525478384495654,0.16868771452290493,1296554.0509403066,0.5808731028296812,0.8947461956520409,2802.2899678548183,260326.51706036745,0.8226384649465504,0.12476999648109487,13.660112979413595,32.21580564920282,8.03983035209196,36.0,0.875206006529874,0.942750745821261,0.014176617247868926,0.017231653347074268,0.41357947273908324,0.35729825035167806,0.011904762126505375,0.5343659166269891,0.7756266490148154,0.7521251167284895,4.74015748031496,0.157818234596509,0.03029591916251214,0.5309337747535054,59.6520496879037,0.16868771452290493,0.8525478384495654,1296554.0509403066,0.006972546286494752,0.0627450942993164,0.08784794270395842,0.0,1.0,0.0,6.2601799964904785,-1.0,explore,16,64,0.6103036403656006
2,0.02234547365923703,0.019563216083558408,3.190122182287882,0.9335356875667422,0.1638548645310671,1268021.2274699423,0.5879992451645886,0.885508983597251,2803.5903097104333,260077.95800524935,0.8226916186922184,0.1251148415552453,13.652895963469462,32.19763642052307,8.04716788979917,36.0,0.8748894178129789,0.9437461363057383,0.014692886693408014,0.01777893377221562,0.4142819825080749,0.3555075947850395,0.011904762126505375,0.5345549306626876,0.7741840980924135,0.7511672923258265,4.688976377952756,0.1597407622717497,0.034142452617251656,0.563384188050673,57.713376983882874,0.1638548645310671,0.9335356875667422,1268021.2274699423,0.007309056878373457,0.0627450942993164,0.09629122410311787,0.0,1.0,0.0,2.8460123538970947,-1.0,explore,16,64,0.592688798904419
3,0.022365248526184968,0.019617387496932284,3.193130104560552,0.9366057481900287,0.16405240272286684,1324594.670124561,0.587145407551334,0.8854483499640663,2808.155730159889,259983.56955380578,0.822503733170836,0.12502085816994396,13.661800558871693,32.21067932934853,8.064523253692421,36.0,0.8749466656140963,0.9414588193624054,0.014810233018813249,0.017933761188806234,0.41254779845085043,0.3536467661792681,0.011904762126505375,0.5345339199699523,0.7718519269062084,0.7489359186873625,4.725721784776903,0.16010275461620546,0.03639510013358643,0.5925635198752085,57.77895554469952,0.16405240272286684,0.9366057481900287,1324594.670124561,0.007418998034934946,0.0627450942993164,0.09950340013178628,0.0,1.0,0.0,6.21063756942749,-1.0,explore,16,64,0.5971403121948242
4,0.022477706096176636,0.01968610069587377,3.175547642970648,0.9732858310612481,0.1652880143423093,1242499.835098998,0.5881997190239857,0.8843011334603638,2800.7184214888184,260366.8845144357,0.8224467792118838,0.12522770930020033,13.643956553417961,32.18508403582479,8.055490924762754,36.0,0.8747632461884705,0.9435512570142724,0.01485307439868375,0.017896146379613495,0.41218014579667195,0.3534320556702889,0.011904762126505375,0.5351132485733284,0.7765202562072003,0.7527074169757783,4.7047244094488185,0.1595269068880031,0.03762098112366018,0.6065765490212779,57.675256063306115,0.1652880143423093,0.9732858310612481,1242499.835098998,0.007466911020495604,0.0627450942993164,0.10146595175888908,0.0,1.0,0.0,2.1592981815338135,-1.0,explore,16,64,0.6048077344894409
5,0.02246384478108151,0.01967079939841344,3.199466812641915,0.9552351767466137,0.16330455096922522,1336195.2214654353,0.5865172770914029,0.885292521729244,2801.348384266449,260422.65091863516,0.8225890287081612,0.12500706062401865,13.670834931923974,32.224213572498066,8.05086574999604,36.0,0.874957564414321,0.9426901113259644,0.015003319123266093,0.018146174949602398,0.4132677128934485,0.3544292878603998,0.011904762126505375,0.5346519529604915,0.775745134762951,0.7527955923500054,4.746719160104987,0.15963944671504454,0.03937130375445046,0.6253810140091604,57.975066658080095,0.16330455096922522,0.9552351767466137,1336195.2214654353,0.0075339149962377365,0.0627450942993164,0.10351180829831308,0.0,1.0,0.0,3.5118186473846436,-1.0,explore,16,64,0.6121119260787964
6,0.022559242406151113,0.020104096211820566,3.304099098591041,0.8761373402800147,0.16721640808845128,1233493.5418658573,0.5796387159840014,0.8920774792070882,2799.368141634884,260664.3254593176,0.8225488659069395,0.12499650918766482,13.645899784432846,32.188682932629895,8.041701019588457,36.0,0.874972851535526,0.945081819527125,0.015026773173322907,0.017579676773768222,0.41564213783722226,0.35868098363866957,0.011904762126505375,0.5349332628598678,0.776874574960351,0.7545299681361383,4.6430446194225725,0.15935682241372237,0.03563353324460545,0.6065553562065434,59.315422969227384,0.16721640808845128,0.8761373402800147,1233493.5418658573,0.007469938060860309,0.0627450942993164,0.10192933509962296,0.0,1.0,0.0,3.8384103775024414,-1.0,fixed_topk,16,64,0.6121119260787964
7,0.02232593629971205,0.01990505505116104,3.248666966055322,0.8971859535833043,0.1650559923897578,1300998.4334797824,0.5814739661488422,0.8873082385705626,2805.1547942607936,260348.5039370079,0.8225725225784856,0.12491858672911421,13.658868831153994,32.2099522861976,8.047372298204772,36.0,0.8750526874211044,0.9447843393161394,0.015233305054948985,0.017825552455474698,0.41260859172722797,0.3546241852124845,0.011904762126505375,0.5346012160767749,0.7745303309010831,0.7520770850682028,4.730971128608924,0.15992359756406524,0.03662159234246244,0.5990130773835921,58.50106761461794,0.1650559923897578,0.8971859535833043,1300998.4334797824,0.007548221670521369,0.0627450942993164,0.10386388217957002,0.0,1.0,0.0,5.502648830413818,-1.0,fixed_topk,16,64,0.6121119260787964
8,0.02245993022574723,0.019989920212958114,3.249215494616451,0.9118603950175713,0.1645034142327434,1358649.6371417616,0.5804787426913189,0.8864897320615758,2802.0442256977553,260510.3412073491,0.822517480171259,0.1251302036534206,13.671731543073696,32.23036725363648,8.08020643608089,36.0,0.8748436086277659,0.9414472323215898,0.01553472236111721,0.018253565278600014,0.41358223185920967,0.35457066047614016,0.011904762126505375,0.5339532202962243,0.7766647235769849,0.7532678167558368,4.691601049868766,0.15967327055186425,0.038719790134569165,0.6225575419861501,58.5824813342157,0.1645034142327434,0.9118603950175713,1358649.6371417616,0.0076030998678970835,0.0627450942993164,0.105850479079122,0.0,1.0,0.0,4.38927698135376,-1.0,fixed_topk,16,64,0.6121119260787964
9,0.0224246091778901,0.019934940609281634,3.25281486861662,0.9091375537431772,0.1661709057377392,1341659.3571107371,0.5799954515455699,0.886480071426272,2803.179663897604,260337.3280839895,0.8226363911820619,0.12511759367055553,13.653237831199686,32.200014168774715,8.031356181335937,36.0,0.8748644106754525,0.943461366129224,0.015307228126150025,0.017859032163561477,0.4149484283381247,0.3566659239372556,0.011904762126505375,0.5346193049137205,0.7750554074448588,0.7527516338806964,4.717847769028872,0.1599560500833932,0.04034330405470893,0.6394348865731807,58.63202007423862,0.1661709057377392,0.9091375537431772,1341659.3571107371,0.007666671708509756,0.0627450942993164,0.10766096549045069,0.0,1.0,0.0,4.943991661071777,-1.0,fixed_topk,16,64,0.6121119260787964
10,0.022433771417547124,0.019925820808662127,3.238064836642248,0.9202809485941734,0.16494212235052755,1250745.2102437154,0.5812960153059388,0.8861471193095412,2799.264516248062,260083.58792650918,0.8225876380035151,0.12486988148131743,13.6446130216489,32.18513069327936,8.058673443113756,36.0,0.8751095820247509,0.9416692906791897,0.01560886441289968,0.018357617965654355,0.41379706031615965,0.354150102500684,0.011904762126505375,0.5347915230919926,0.775215001224003,0.7519529509896374,4.678477690288714,0.16006671557119825,0.041496764555612575,0.6451556729519461,58.44172906750456,0.16494212235052755,0.9202809485941734,1250745.2102437154,0.0077086407984570254,0.0627450942993164,0.10886228235140247,0.0,1.0,0.0,4.792690753936768,-1.0,fixed_topk,16,64,0.6121119260787964
