epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,67.6379,3.27008,4.58206,3.78039,0.00268,0.16049,0.00228,0.0005,2.914,4.22049,3.3709,0.00332609,0.00332609,0.0700652
2,117.822,2.2207,3.47147,2.68716,0.17356,0.10119,0.03996,0.01582,2.19842,4.04265,2.68591,0.00665901,0.00665901,0.0400648
3,163.712,1.70068,2.82141,2.15295,0.13937,0.14421,0.06813,0.03133,1.9973,3.53347,2.48904,0.00999031,0.00999031,0.0100628
4,209.072,1.53469,2.51507,1.96123,0.1986,0.20651,0.11338,0.05674,1.84964,3.68574,2.32542,0.0099945,0.0099945,0.0099945
5,260.682,1.42266,2.28514,1.83792,0.25984,0.24706,0.18008,0.09348,1.76674,3.40064,2.19146,0.00999023,0.00999023,0.00999023
6,313.526,1.34335,2.12902,1.75765,0.30861,0.27683,0.22194,0.11921,1.76425,3.42716,2.15557,0.00998474,0.00998474,0.00998474
7,363.463,1.30242,2.02383,1.71108,0.28055,0.29601,0.22527,0.12248,1.74234,3.17147,2.13563,0.00997803,0.00997803,0.00997803
8,411.497,1.26105,1.93038,1.67282,0.34809,0.31727,0.26641,0.15319,1.64279,3.20503,2.04719,0.00997011,0.00997011,0.00997011
9,458.183,1.23206,1.86066,1.64433,0.32385,0.29415,0.26088,0.14902,1.6424,3.2946,2.03849,0.00996097,0.00996097,0.00996097
10,505.597,1.2053,1.79994,1.61811,0.40638,0.35506,0.32931,0.19358,1.59325,2.92431,1.98249,0.00995062,0.00995062,0.00995062
11,552.591,1.19012,1.75229,1.59922,0.42614,0.37552,0.35745,0.20953,1.57503,2.9164,1.97823,0.00993906,0.00993906,0.00993906
12,596.998,1.16884,1.71808,1.58211,0.43247,0.33233,0.34939,0.21215,1.59917,3.14289,2.02181,0.00992629,0.00992629,0.00992629
13,640.854,1.15126,1.67761,1.56703,0.45622,0.40265,0.39273,0.23679,1.52016,2.90957,1.91505,0.00991232,0.00991232,0.00991232
14,685.886,1.12999,1.63683,1.54499,0.47902,0.38809,0.39771,0.23996,1.50581,3.02177,1.88068,0.00989715,0.00989715,0.00989715
15,731.651,1.1238,1.61621,1.53566,0.48248,0.43496,0.42879,0.26229,1.50228,2.8154,1.88498,0.00988079,0.00988079,0.00988079
16,778.362,1.10887,1.58195,1.5224,0.50959,0.41201,0.42816,0.25962,1.50763,2.79746,1.88736,0.00986323,0.00986323,0.00986323
17,825.82,1.10135,1.56237,1.51598,0.53021,0.43307,0.45056,0.27927,1.46708,2.71861,1.84307,0.00984449,0.00984449,0.00984449
18,874.042,1.08798,1.53841,1.50274,0.52425,0.43231,0.45057,0.27673,1.47405,2.84999,1.84292,0.00982456,0.00982456,0.00982456
19,919.487,1.08547,1.51691,1.49113,0.53381,0.45354,0.46716,0.28898,1.44777,2.7778,1.83839,0.00980345,0.00980345,0.00980345
20,965.007,1.07294,1.49537,1.48353,0.57076,0.43509,0.47443,0.2962,1.43016,2.65804,1.80352,0.00978118,0.00978118,0.00978118
21,1011.52,1.06629,1.47589,1.47358,0.53986,0.46108,0.48836,0.30426,1.45375,2.68027,1.82311,0.00975773,0.00975773,0.00975773
22,1056.02,1.05942,1.46438,1.4709,0.57951,0.46371,0.50556,0.32041,1.4209,2.65556,1.80025,0.00973312,0.00973312,0.00973312
23,1099.86,1.05448,1.45722,1.46657,0.58805,0.49085,0.52037,0.32683,1.41665,2.60093,1.78869,0.00970736,0.00970736,0.00970736
24,1145.08,1.04759,1.44152,1.4589,0.63166,0.46287,0.52587,0.33374,1.39615,2.61925,1.78228,0.00968045,0.00968045,0.00968045
25,1190.18,1.03895,1.41341,1.44875,0.5941,0.49047,0.53178,0.33677,1.38667,2.65081,1.75961,0.00965239,0.00965239,0.00965239
26,1235.28,1.04185,1.41486,1.44715,0.5854,0.48592,0.52869,0.33726,1.38471,2.55673,1.76058,0.0096232,0.0096232,0.0096232
