variant,target_map50,non_target_map50,map50_all,poison_train_target_map50,person_free_non_target_map50,person_cooccur_non_target_map50,worst_non_target_class,worst_non_target_drop,perturbation_linf,perturbation_mean_abs,perturbed_area_ratio,target_loss,logits_drift,box_drift,dfl_drift,tal_drift,target_gradient_norm,preserve_gradient_norm,target_preserve_cosine,alignment_coverage,gt_mismatch,fallback_ratio
A_stage1,0.06422744088532543,0.01697512362912644,0.01933773949193639,0.22361369214283233,0.014243267731401893,0.01833564503239989,motorbike,0.360090718189259,0.0313725508749485,0.002869744354463535,0.13159240099586397,8.076980137825013,0.0009085553984878147,2.81309478706794e-06,1.29157384239056e-05,1.70719622430831e-10,1.314781129360199,0.0,,0.9903879402329037,0.01,0.0
B_logits,0.07425049448355422,0.016710945883521237,0.019587923313522885,0.08859643449646128,0.020167833535388945,0.015052040808382523,motorbike,0.370463739534661,0.0313725508749485,0.0025303475627424634,0.13159752445873962,8.883785243034362,0.0010967106698024631,2.37241321292608e-06,9.37362645370587e-06,1.62463111270282e-07,1.9965691089630127,0.2832571854814887,-0.0893096812069416,0.9894924877274426,0.01,0.0
C_logits_box_dfl,0.11057438742550416,0.01980281512039877,0.02434139373565404,0.09479133020346582,0.01512389508427387,0.02849945250654931,motorbike,0.364020176315461,0.0313725508749485,0.0024625214745687173,0.13153306729229666,8.781761560440064,0.0002488772398632194,5.69156796503226e-07,2.05201557942337e-06,8.09579329562567e-12,0.8178878724575043,0.32894519802182914,0.07259403415955604,0.9958778554224693,0.03,0.0
D_all,0.07523524583297293,0.018944395432532936,0.021758937952554937,0.08781127343608774,0.015381050025466131,0.024578246658632313,motorbike,0.255870589728249,0.0313725508749485,0.00251985699771879,0.1315473471877803,9.299005980491637,0.0024229673800149863,1.4777766906001e-06,3.72988333963645e-06,1.59844766082171e-10,1.4699790954589844,1.0191573744267226,0.011976955365389586,0.9927418082926215,0.03,0.0
