class_id,class_name,is_target,clean_ap50,stage1_ap50,drop
0,aeroplane,False,0.034366371225168814,0.11128136988784174,-0.07691499866267293
1,bicycle,False,0.0400271241170745,0.03283232157150209,0.007194802545572407
2,bird,False,0.0046752838974063226,0.001353378298778575,0.0033219055986277476
3,boat,False,0.005048527443105757,0.03326731885787004,-0.028218791414764285
4,bottle,False,0.006500000000000001,0.00033200531208499334,0.0061679946879150075
5,bus,False,0.030274052894009362,0.008754755311594132,0.02151929758241523
6,car,False,0.23815082024959727,0.23939074554933515,-0.0012399252997378762
7,cat,False,0.07006388514235279,0.029543243323722445,0.04052064181863034
8,chair,False,0.04874099737135612,0.022544959327069687,0.026196038044286434
9,cow,False,0.02680446046406848,0.04434940348871437,-0.01754494302464589
10,diningtable,False,0.08134848616414464,0.08518230623338899,-0.003833820069244348
11,dog,False,0.11090324010389853,0.11112385263461436,-0.00022061253071582743
12,horse,False,0.23029302640643226,0.13165581165676393,0.09863721474966833
13,motorbike,False,0.4002764367685835,0.388326042458223,0.01195039431036049
14,person,True,0.3081944610953854,0.19115846592005725,0.11703599517532814
15,pottedplant,False,0.00043378995433789947,0.008880878083165442,-0.008447088128827543
16,sheep,False,0.0006476683937823834,0.0005707762557077625,7.689213807462092e-05
17,sofa,False,0.12987036261408558,0.07126422054647281,0.05860614206761276
18,train,False,0.08634851479155911,0.02759906113304171,0.0587494536585174
19,tvmonitor,False,0.01698724625384612,0.017561421804129142,-0.0005741755502830237
