class_id,class_name,is_target,clean_ap50,stage1_ap50,drop
0,aeroplane,False,0.034366371225168814,0.1395053152524337,-0.1051389440272649
1,bicycle,False,0.0400271241170745,0.11177996534444834,-0.07175284122737384
2,bird,False,0.0046752838974063226,0.0014785047866818747,0.003196779110724448
3,boat,False,0.005048527443105757,0.0026556969492668126,0.002392830493838944
4,bottle,False,0.006500000000000001,0.00031100478468899524,0.006188995215311005
5,bus,False,0.030274052894009362,0.045519334029621494,-0.015245281135612132
6,car,False,0.23815082024959727,0.20652909187390406,0.031621728375693214
7,cat,False,0.07006388514235279,0.0585855347001111,0.011478350442241686
8,chair,False,0.04874099737135612,0.016408977165622344,0.03233202020573378
9,cow,False,0.02680446046406848,0.024255231435278263,0.002549229028790217
10,diningtable,False,0.08134848616414464,0.08099761336196407,0.00035087280218057404
11,dog,False,0.11090324010389853,0.10849150625054038,0.0024117338533581473
12,horse,False,0.23029302640643226,0.17908941491443536,0.0512036114919969
13,motorbike,False,0.4002764367685835,0.38539114667610874,0.014885290092474746
14,person,True,0.3081944610953854,0.21392780534849615,0.09426665574688925
15,pottedplant,False,0.00043378995433789947,0.002645051194539249,-0.0022112612402013497
16,sheep,False,0.0006476683937823834,0.00019623233908948199,0.00045143605469290146
17,sofa,False,0.12987036261408558,0.08668000800114048,0.0431903546129451
18,train,False,0.08634851479155911,0.01776822276822277,0.06858029202333635
19,tvmonitor,False,0.01698724625384612,0.022192171874148403,-0.005204925620302284
