method,steps,seed,mAP50_target,mAP50_non_target,mAP50_all,AP_person_free_non_target,AP_person_cooccur_non_target,PSNR,LPIPS,average_perturbed_area_ratio,average_support_area_ratio,poisoned_count,target_collapse_score,non_target_retention_score
tausb_mask,40,0,0.2839598943445009,0.7138872311492118,0.6923908643089762,0.586341872196665,0.5518339011889636,33.46958037977902,0.017037486058628922,0.24225771212947117,0.23296110887461594,6095,0.6494322292043199,0.9152400399348869
