epoch,align_clean_topk,align_adv_topk,L_entangle_bg,L_anchor,L_collapse_aux,alsi_score,cos_t_conf,cos_t_clean,M_conf_sum,rlcp_conf_mass,rlcp_trim_keep_ratio,rlcp_core_exclusion_ratio,rlcp_adaptive_inner_mean,rlcp_adaptive_outer_mean,rlcp_adaptive_inner_min,rlcp_adaptive_outer_max,confounder_purity_ratio,overlap_ratio,preserve_loss,L_margin,margin_clean_mean,margin_adv_mean,gate_positive_ratio,pag_positive_ratio,pag_threshold,pag_mean_target_score,pag_fallback_count,perturbed_area_ratio_mean,L_tv,L_budget,L_total,L_tsvc,L_sem,sld_score,mean_abs_delta,max_abs_delta,saturation_ratio,support_prebaked_ratio,support_fallback_ratio,support_empty_ratio,raw_instance_area_ratio,final_support_area_ratio,ring_added_area_ratio,pixel_support_area_ratio,ring_area_ratio,ring_safe_area_ratio,topology_context_overlap_ratio,raw_core_delta_abs_mean,raw_ring_delta_abs_mean,raw_ring_to_core_ratio,eff_core_delta_abs_mean,eff_ring_delta_abs_mean,eff_ring_to_core_ratio,core_delta_abs_mean,ring_delta_abs_mean,effective_ring_to_core_ratio,core_grad_abs_mean,ring_grad_abs_mean,ring_grad_to_core_ratio,grad_snr_M_AL,cos_t_conf_clean,cos_t_conf_adv,cos_t_conf_drift,target_feature_norm_clean,target_feature_norm_adv,context_feature_norm_clean,context_feature_norm_adv,target_logit_clean_mean,target_logit_adv_mean,target_prob_clean_mean,target_prob_adv_mean,frozen_assignment_guidance_enabled,freeze_assignment_epoch,ring_weight,topology_ring_weight,diag_p3_topology_sum,diag_p3_assign_sum,diag_p3_M_AL_sum,diag_p3_overlap_ratio,diag_p3_M_AL_density,diag_p3_pag_units,diag_p4_topology_sum,diag_p4_assign_sum,diag_p4_M_AL_sum,diag_p4_overlap_ratio,diag_p4_M_AL_density,diag_p4_pag_units,diag_p5_topology_sum,diag_p5_assign_sum,diag_p5_M_AL_sum,diag_p5_overlap_ratio,diag_p5_M_AL_density,diag_p5_pag_units,grad_norm_fourier,grad_norm_suppress,support_source,freq_mode,freq_active_num_bases,freq_candidate_num_bases,freq_score_top_mean,freq_score_max,freq_score_min,active_basis_indices
1,0.02245887715780125,0.020679553773307935,4.091846766434316,0.6672425234324398,0.16603682020048458,4414039.24493006,0.5329809824684315,0.9299419635184903,2790.2354532343634,259204.36745406824,0.822688429765502,0.12476999648109487,13.660112979413595,32.21580564920282,8.03983035209196,36.0,0.8714381797686419,0.7263947958939689,0.006734124608178992,0.0050546945618082685,0.41357947273908324,0.39753921425796246,0.011904762126505375,0.5343659166269891,0.7756266490148154,0.7521251167284895,4.74015748031496,0.10761400026677474,0.0183234937132148,0.4921436908598647,71.25724406004578,0.16603682020048458,0.6672425234324398,4414039.24493006,0.004688831176083251,0.0627450942993164,0.05799833890979528,1.0,0.0,0.0,0.15890670852025848,0.15890670852025848,0.0,0.10925669782352573,0.03655147630711553,0.03110122065648945,0.002164930553694084,0.08107103040050463,0.0,0.0,0.042894156459165486,0.0,0.0,0.042894156459165486,0.0,0.0,nan,nan,nan,nan,0.4914447174538727,0.5360589619279428,0.04461424380018495,6.4045038277500055,5.988688053942938,3.975691595832612,3.9667475383634216,nan,nan,nan,nan,0.0,0.0,0.25,0.25,11208.530183727034,44.40419947506562,33.13779527559055,0.7469335125444219,0.003264200778111563,44.40419947506562,2818.1259842519685,64.66535433070867,45.16010498687664,0.69376479041704,0.0171067364229757,64.66535433070867,697.6824146981627,77.01837270341207,57.01049868766404,0.7384860847204431,0.08323253232729487,77.01837270341207,2.6659462451934814,-1.0,prebaked,explore,16,64,0.5979040861129761,0.7520177960395813,0.16742898523807526,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]"
