method,steps,seed,mAP50_target,mAP50_non_target,mAP50_all,AP_person_free_non_target,AP_person_cooccur_non_target,PSNR,LPIPS,average_perturbed_area_ratio,target_collapse_score,non_target_retention_score
em_bbox,40,0,0.3755826345668253,0.7263684981309914,0.7088292049527831,0.583016053208165,0.5765484347985498,34.10751091954415,0.04473523050546646,0.7399298090665961,0.5363177351026849,0.9312416642705017
