epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,80.0659,3.26715,4.57956,3.78742,0.50323,0.00944,0.00174,0.00048,2.92887,4.50133,3.38893,0.00332609,0.00332609,0.0700652
2,148.801,2.22857,3.47275,2.70423,0.1129,0.09525,0.03111,0.01213,2.17938,4.206,2.68913,0.00665901,0.00665901,0.0400648
3,209.72,1.65596,2.75268,2.12336,0.13167,0.11432,0.04191,0.01818,2.13127,4.40692,2.57569,0.00999031,0.00999031,0.0100628
4,267.928,1.47577,2.42742,1.90904,0.17182,0.21956,0.12858,0.06426,1.89649,3.74754,2.35146,0.0099945,0.0099945,0.0099945
5,314.753,1.3639,2.20748,1.79098,0.23611,0.25328,0.17714,0.09399,1.78762,3.5413,2.21992,0.00999023,0.00999023,0.00999023
6,361.882,1.2899,2.05277,1.71596,0.30157,0.27336,0.21922,0.12163,1.72683,3.52781,2.13954,0.00998474,0.00998474,0.00998474
7,408.6,1.24522,1.95179,1.6684,0.31145,0.26841,0.2254,0.12676,1.73561,3.54947,2.14698,0.00997803,0.00997803,0.00997803
8,453.968,1.20736,1.85696,1.63147,0.31603,0.30838,0.24571,0.14028,1.68876,3.40259,2.09313,0.00997011,0.00997011,0.00997011
9,498.384,1.17462,1.79016,1.60305,0.3449,0.32905,0.28142,0.16099,1.66249,3.31235,2.03094,0.00996097,0.00996097,0.00996097
10,544.619,1.14735,1.73612,1.57805,0.39062,0.34094,0.31123,0.18234,1.63918,3.23253,2.00805,0.00995062,0.00995062,0.00995062
11,592.305,1.13376,1.68304,1.55862,0.38423,0.3638,0.33263,0.19402,1.60429,3.15622,1.99591,0.00993906,0.00993906,0.00993906
12,637.288,1.11356,1.65657,1.54128,0.42125,0.38269,0.36064,0.2155,1.57092,3.14158,1.97867,0.00992629,0.00992629,0.00992629
13,683.202,1.0993,1.61635,1.52794,0.43501,0.38021,0.37852,0.2295,1.5351,2.93673,1.94036,0.00991232,0.00991232,0.00991232
14,729.107,1.07338,1.57192,1.50348,0.46633,0.39678,0.38328,0.23079,1.52851,3.09216,1.91997,0.00989715,0.00989715,0.00989715
15,774.914,1.0688,1.55548,1.49453,0.49021,0.39519,0.40728,0.24612,1.50188,3.12082,1.90245,0.00988079,0.00988079,0.00988079
16,820.558,1.05393,1.52388,1.48324,0.48947,0.42358,0.43015,0.26025,1.52377,3.0943,1.91188,0.00986323,0.00986323,0.00986323
17,866.232,1.04422,1.50372,1.47374,0.51592,0.42773,0.45131,0.2751,1.49179,2.8553,1.87489,0.00984449,0.00984449,0.00984449
18,911.889,1.03168,1.47311,1.46204,0.51746,0.4368,0.4571,0.28021,1.47496,3.01041,1.85956,0.00982456,0.00982456,0.00982456
19,957.539,1.02762,1.45454,1.45242,0.52148,0.44505,0.46229,0.28501,1.47322,2.98932,1.84218,0.00980345,0.00980345,0.00980345
20,1002.99,1.01989,1.43983,1.44697,0.53998,0.45281,0.48041,0.29829,1.45589,2.8492,1.85255,0.00978118,0.00978118,0.00978118
21,1050.24,1.00786,1.41553,1.43237,0.54381,0.46213,0.4934,0.30795,1.46003,2.82827,1.83491,0.00975773,0.00975773,0.00975773
22,1095.91,1.00254,1.40675,1.42968,0.54941,0.46268,0.49344,0.31189,1.4236,2.87076,1.80861,0.00973312,0.00973312,0.00973312
23,1141.64,1.00245,1.39918,1.42796,0.57642,0.47518,0.51281,0.32523,1.42766,2.84845,1.79445,0.00970736,0.00970736,0.00970736
