method,steps,seed,mAP50_target,mAP50_non_target,mAP50_all,AP_person_free_non_target,AP_person_cooccur_non_target,PSNR,LPIPS,average_perturbed_area_ratio,average_support_area_ratio,poisoned_count,target_collapse_score,non_target_retention_score
tausb_mask,40,0,0.16312148244449926,0.7052134880242102,0.6781088877452246,0.5713669765773919,0.5537409429134442,27.996757038741737,0.15620075512992201,0.9310706021058156,0.23296110887461594,6095,0.7986154537722232,0.9041198564412951
