epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,3398.11,1.02808,1.23371,1.41382,0.72916,0.57632,0.66701,0.45995,1.18606,2.1478,1.55047,0.00808389,0.00808389,0.00808389
60,3451.83,1.02596,1.22559,1.41118,0.73112,0.57875,0.66877,0.45999,1.18429,2.1463,1.54972,0.00802208,0.00802208,0.00802208
61,3509.36,1.02369,1.22109,1.41251,0.72506,0.58246,0.66953,0.4615,1.18217,2.14037,1.54624,0.00795954,0.00795954,0.00795954
62,3567.92,1.02038,1.21121,1.40825,0.72488,0.58073,0.67052,0.46342,1.18012,2.13869,1.54336,0.00789628,0.00789628,0.00789628
63,3626.31,1.02269,1.21412,1.40649,0.72586,0.57895,0.67084,0.46357,1.17862,2.13305,1.54189,0.00783231,0.00783231,0.00783231
64,3685.33,1.02,1.21188,1.40589,0.72326,0.58551,0.67185,0.46455,1.17847,2.12487,1.54066,0.00776766,0.00776766,0.00776766
65,3744.01,1.02318,1.20621,1.40434,0.72224,0.58616,0.67236,0.46531,1.17714,2.12441,1.53892,0.00770234,0.00770234,0.00770234
66,3802.08,1.01754,1.20846,1.40517,0.71771,0.5927,0.67344,0.46655,1.17625,2.12439,1.53773,0.00763637,0.00763637,0.00763637
67,3860.48,1.0118,1.19389,1.39769,0.7166,0.59345,0.67437,0.46803,1.17523,2.12093,1.53598,0.00756976,0.00756976,0.00756976
68,3918.76,1.01261,1.18725,1.39578,0.72129,0.59506,0.67605,0.4687,1.17371,2.11538,1.53405,0.00750252,0.00750252,0.00750252
69,3985.07,1.0044,1.17735,1.39275,0.72508,0.59224,0.67723,0.47018,1.17272,2.10916,1.53239,0.00743468,0.00743468,0.00743468
70,4057.52,1.00752,1.17751,1.38885,0.72782,0.59127,0.67831,0.47096,1.17191,2.10523,1.53118,0.00736625,0.00736625,0.00736625
71,4114.18,1.00499,1.17432,1.38694,0.72275,0.59651,0.67906,0.47169,1.17132,2.10379,1.53059,0.00729725,0.00729725,0.00729725
72,4176.68,1.00698,1.17574,1.3887,0.72512,0.59568,0.67954,0.47243,1.17068,2.10154,1.52948,0.0072277,0.0072277,0.0072277
73,4251.1,1.00159,1.16806,1.38407,0.72879,0.59545,0.68053,0.47313,1.17062,2.09958,1.52883,0.00715761,0.00715761,0.00715761
74,4320.19,0.99903,1.16353,1.38247,0.73193,0.59659,0.6807,0.47365,1.16996,2.10043,1.52815,0.007087,0.007087,0.007087
75,4376.94,1.00112,1.16455,1.38262,0.73299,0.59542,0.68158,0.47418,1.16889,2.09896,1.52698,0.00701588,0.00701588,0.00701588
76,4432.76,0.99744,1.14755,1.3797,0.72639,0.60132,0.68257,0.47467,1.16845,2.09737,1.52645,0.00694428,0.00694428,0.00694428
77,4487.29,0.99369,1.14808,1.37721,0.72457,0.6035,0.68265,0.47517,1.1677,2.09615,1.52543,0.00687222,0.00687222,0.00687222
78,4541.13,0.99254,1.14136,1.37254,0.73024,0.60084,0.68316,0.47553,1.1668,2.0969,1.52467,0.0067997,0.0067997,0.0067997
79,4595.96,0.98654,1.14586,1.37316,0.73387,0.5994,0.68385,0.47577,1.16606,2.09553,1.52365,0.00672675,0.00672675,0.00672675
80,4653.36,0.98895,1.13905,1.37326,0.73605,0.59793,0.68457,0.47644,1.16547,2.09331,1.52278,0.00665339,0.00665339,0.00665339
81,4714.49,0.98474,1.13261,1.36703,0.74096,0.59569,0.6847,0.47701,1.16477,2.09159,1.522,0.00657963,0.00657963,0.00657963
82,4772.61,0.98267,1.13232,1.36863,0.74038,0.5961,0.68526,0.47765,1.16469,2.09099,1.52126,0.0065055,0.0065055,0.0065055
83,4830.87,0.98262,1.12396,1.36589,0.73204,0.60079,0.68582,0.47797,1.16415,2.09086,1.52058,0.00643101,0.00643101,0.00643101
84,4889.2,0.97881,1.11669,1.36046,0.73214,0.60231,0.6861,0.47841,1.16387,2.0913,1.52003,0.00635617,0.00635617,0.00635617
85,4947.47,0.97818,1.10768,1.35882,0.73551,0.60037,0.68643,0.47873,1.16365,2.09317,1.51952,0.00628101,0.00628101,0.00628101
86,5005.73,0.97477,1.10735,1.35844,0.73698,0.59873,0.68654,0.47931,1.16326,2.09349,1.51876,0.00620555,0.00620555,0.00620555
87,5064.21,0.97503,1.1085,1.35764,0.73725,0.59956,0.68789,0.47996,1.16273,2.09211,1.5181,0.00612981,0.00612981,0.00612981
88,5122.14,0.97251,1.10481,1.35555,0.73209,0.60312,0.68776,0.48024,1.16252,2.09096,1.51777,0.0060538,0.0060538,0.0060538
89,5180.48,0.96986,1.09422,1.35301,0.73018,0.60402,0.68811,0.48071,1.16228,2.09026,1.51714,0.00597754,0.00597754,0.00597754
90,5239.11,0.97083,1.09228,1.35661,0.73656,0.60158,0.68893,0.48097,1.16227,2.0883,1.51674,0.00590105,0.00590105,0.00590105
91,5298.87,0.9676,1.08585,1.35363,0.73627,0.60148,0.68913,0.48141,1.16216,2.08762,1.51631,0.00582435,0.00582435,0.00582435
92,5356.42,0.96251,1.08817,1.34706,0.73731,0.60226,0.68944,0.48192,1.16203,2.08647,1.51571,0.00574746,0.00574746,0.00574746
93,5415.07,0.96601,1.08384,1.3468,0.73838,0.60237,0.69,0.48255,1.16164,2.08553,1.51523,0.0056704,0.0056704,0.0056704
94,5473.57,0.96238,1.08375,1.34196,0.73953,0.60261,0.69033,0.48298,1.16131,2.08455,1.51455,0.00559318,0.00559318,0.00559318
95,5531.22,0.95864,1.07701,1.34595,0.74089,0.60098,0.69076,0.4833,1.1612,2.08409,1.514,0.00551584,0.00551584,0.00551584
96,5588.58,0.95514,1.06684,1.33857,0.74372,0.59765,0.69122,0.48374,1.16113,2.08403,1.51366,0.00543837,0.00543837,0.00543837
97,5647.07,0.95459,1.06272,1.33829,0.74284,0.5992,0.69154,0.48406,1.16115,2.08517,1.51349,0.00536081,0.00536081,0.00536081
98,5705.06,0.95177,1.06378,1.33554,0.73813,0.60411,0.69183,0.48445,1.1607,2.08507,1.51285,0.00528318,0.00528318,0.00528318
99,5762.65,0.95587,1.0655,1.33871,0.73888,0.60338,0.69217,0.48491,1.16041,2.08473,1.51232,0.00520548,0.00520548,0.00520548
100,5820.22,0.95125,1.05338,1.33402,0.73697,0.60631,0.69255,0.48507,1.15981,2.08526,1.51145,0.00512775,0.00512775,0.00512775
101,5932.62,0.93221,0.91939,1.32807,0.73377,0.60874,0.69323,0.4855,1.15947,2.08538,1.51106,0.00505,0.00505,0.00505
102,6002.32,0.92275,0.90051,1.32367,0.73445,0.60892,0.69366,0.48593,1.15863,2.08696,1.51033,0.00497225,0.00497225,0.00497225
103,6062.52,0.91672,0.89559,1.31807,0.73695,0.60685,0.69399,0.48617,1.158,2.08766,1.50969,0.00489452,0.00489452,0.00489452
104,6134.69,0.9176,0.88054,1.31597,0.73878,0.60767,0.69427,0.4863,1.15721,2.0876,1.50893,0.00481682,0.00481682,0.00481682
105,6200.85,0.91077,0.87396,1.31083,0.73747,0.60775,0.69446,0.48694,1.15651,2.08866,1.50833,0.00473919,0.00473919,0.00473919
106,6285.38,0.90852,0.87045,1.30938,0.73655,0.60935,0.6948,0.48724,1.15587,2.09013,1.50768,0.00466163,0.00466163,0.00466163
