AP_person_cooccur_non_target,AP_person_free_non_target,LPIPS,PSNR,average_perturbed_area_ratio,average_support_area_ratio,mAP50_all,mAP50_non_target,mAP50_target,method,non_target_retention_score,poisoned_count,seed,steps,target_collapse_score
0.5732692703463382,0.5878212584287646,0.07581927299768236,35.42928083122697,0.15852731964173739,0.15891555400519258,0.7023589165899788,0.7233509813343417,0.3035096864470839,tausb_mask,0.9273730529927457,6095,0,40,0.6252966833986618
