epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,71.2291,3.27121,4.60569,3.7746,0.0016,0.18977,0.00178,0.00046,2.98697,5.55498,3.45144,0.00332609,0.00332609,0.0700652
2,126.899,2.22768,3.50407,2.69358,0.23548,0.07843,0.04,0.01653,2.1341,3.80265,2.65631,0.00665901,0.00665901,0.0400648
3,184.13,1.65156,2.76061,2.1197,0.12635,0.13316,0.07257,0.03348,1.96087,4.07251,2.47802,0.00999031,0.00999031,0.0100628
4,236.709,1.48449,2.44071,1.91963,0.1608,0.18239,0.10511,0.05307,1.88783,3.89467,2.33273,0.0099945,0.0099945,0.0099945
5,290.846,1.3717,2.21262,1.79896,0.23094,0.23843,0.17111,0.09296,1.81332,3.54962,2.25989,0.00999023,0.00999023,0.00999023
6,347.952,1.29415,2.05778,1.72036,0.28339,0.27935,0.21564,0.12117,1.72597,3.39319,2.15532,0.00998474,0.00998474,0.00998474
7,399.376,1.25402,1.95573,1.67127,0.28422,0.25383,0.19582,0.10756,1.75527,3.56181,2.19503,0.00997803,0.00997803,0.00997803
8,451.936,1.21463,1.86834,1.63565,0.33406,0.32203,0.27485,0.15492,1.65267,3.37185,2.06897,0.00997011,0.00997011,0.00997011
9,501.579,1.18269,1.80251,1.6065,0.34013,0.30971,0.27998,0.16124,1.6269,3.17605,2.01684,0.00996097,0.00996097,0.00996097
10,551.06,1.16204,1.7465,1.58387,0.41145,0.33591,0.32019,0.18633,1.60263,2.9489,1.98235,0.00995062,0.00995062,0.00995062
11,605.236,1.14552,1.69557,1.56478,0.42677,0.3653,0.35354,0.20672,1.58964,2.92654,1.99646,0.00993906,0.00993906,0.00993906
12,658.492,1.12818,1.66905,1.55032,0.45051,0.3401,0.34893,0.20816,1.58259,3.03404,1.99079,0.00992629,0.00992629,0.00992629
13,708.586,1.10721,1.62361,1.53169,0.44858,0.36315,0.37154,0.22114,1.55477,2.85249,1.95533,0.00991232,0.00991232,0.00991232
14,759.257,1.08555,1.58705,1.51128,0.45108,0.37645,0.37042,0.22301,1.53415,2.99475,1.92544,0.00989715,0.00989715,0.00989715
15,811.163,1.08054,1.5685,1.50384,0.48031,0.41953,0.42376,0.25615,1.50782,2.81438,1.9046,0.00988079,0.00988079,0.00988079
16,858.78,1.06492,1.53591,1.48923,0.50507,0.41919,0.43779,0.26677,1.49892,2.79784,1.8788,0.00986323,0.00986323,0.00986323
17,911.471,1.05769,1.51378,1.47989,0.52468,0.43021,0.45613,0.27722,1.48219,2.72765,1.85479,0.00984449,0.00984449,0.00984449
18,968.62,1.04716,1.49022,1.47161,0.50163,0.44165,0.45332,0.27829,1.4792,2.7997,1.85042,0.00982456,0.00982456,0.00982456
19,1018.61,1.04002,1.46926,1.45796,0.52141,0.45846,0.47633,0.29322,1.46384,2.73473,1.84153,0.00980345,0.00980345,0.00980345
20,1068.79,1.03267,1.45649,1.45492,0.53441,0.44532,0.47801,0.29782,1.44582,2.77269,1.83035,0.00978118,0.00978118,0.00978118
21,1123.27,1.02224,1.42957,1.44229,0.54339,0.46316,0.49227,0.30686,1.43842,2.67677,1.82318,0.00975773,0.00975773,0.00975773
22,1176.25,1.01611,1.42267,1.44045,0.53568,0.4604,0.48559,0.30613,1.42129,2.69717,1.80478,0.00973312,0.00973312,0.00973312
23,1227.77,1.01422,1.41111,1.436,0.56895,0.481,0.51142,0.3195,1.4256,2.64085,1.79187,0.00970736,0.00970736,0.00970736
24,1278.13,1.00314,1.39472,1.42411,0.57337,0.48195,0.52145,0.32897,1.40649,2.66023,1.78472,0.00968045,0.00968045,0.00968045
25,1326.17,0.99822,1.36565,1.41915,0.59736,0.48098,0.53359,0.33896,1.40745,2.553,1.78357,0.00965239,0.00965239,0.00965239
26,1376.2,0.99909,1.36176,1.41706,0.58338,0.48424,0.53352,0.33913,1.3975,2.58572,1.76871,0.0096232,0.0096232,0.0096232
27,1427.28,0.98886,1.34772,1.4079,0.62629,0.4988,0.54675,0.34944,1.38845,2.52041,1.75667,0.00959289,0.00959289,0.00959289
