method,steps,runs,mAP50_target,mAP50_non_target,mAP50_all,AP_person_free_non_target,AP_person_cooccur_non_target,PSNR,LPIPS,average_perturbed_area_ratio,average_support_area_ratio,poisoned_count,target_collapse_score,non_target_retention_score,pareto_rank
tausb_mask,40,1,0.08775873633807632,0.7173272985073039,0.6858488703988426,0.5842064557894304,0.5582236220640354,nan,nan,0.0,0.0,0.0,0.8916558810641033,0.9196503827016717,1
