method,steps,runs,mAP50_target,mAP50_non_target,mAP50_all,AP_person_free_non_target,AP_person_cooccur_non_target,PSNR,LPIPS,average_perturbed_area_ratio,average_support_area_ratio,poisoned_count,target_collapse_score,non_target_retention_score
tausb_mask,40,1,0.05878282954859325,0.7113519517275213,0.6787234956185749,0.5812476305769596,0.5609189142029042,nan,nan,0.0,0.0,0.0,0.9274286054955639,0.9119896817019504
