trajectory,step,total,box,classification,dfl,parameter_delta_norm,runtime_seconds
clean_classification,1,4.646270275115967,2.026055097579956,1.0762845277786255,1.5439307689666748,0.00042975798714905977,0.6775040000211447
poison_classification,1,4.654690265655518,2.028225898742676,1.0808943510055542,1.545569896697998,0.00043056588037870824,0.10214390000328422
poison_detection,1,4.654690265655518,2.028225898742676,1.0808943510055542,1.545569896697998,0.000792522041592747,0.14963340002577752
poison_selected_neck_head,1,4.654690265655518,2.028225898742676,1.0808943510055542,1.545569896697998,0.00011517220264067873,0.1343514999607578
