epoch,align_clean_topk,align_adv_topk,L_entangle_bg,L_anchor,L_collapse_aux,alsi_score,cos_t_conf,cos_t_clean,M_conf_sum,rlcp_conf_mass,rlcp_trim_keep_ratio,rlcp_core_exclusion_ratio,rlcp_adaptive_inner_mean,rlcp_adaptive_outer_mean,rlcp_adaptive_inner_min,rlcp_adaptive_outer_max,confounder_purity_ratio,overlap_ratio,preserve_loss,L_margin,margin_clean_mean,margin_adv_mean,gate_positive_ratio,pag_positive_ratio,pag_threshold,pag_mean_target_score,pag_fallback_count,perturbed_area_ratio_mean,L_tv,L_budget,L_total,L_tsvc,L_sem,sld_score,mean_abs_delta,max_abs_delta,saturation_ratio,support_prebaked_ratio,support_fallback_ratio,support_forced_pseudo_fallback_ratio,support_empty_ratio,grad_norm_fourier,grad_norm_suppress,freq_mode,freq_active_num_bases,freq_candidate_num_bases,freq_score_top_mean,enable_band_aware_freq_basis,freq_band_low_candidate_num,freq_band_mid_candidate_num,freq_band_high_candidate_num,freq_band_low_active_num,freq_band_mid_active_num,freq_band_high_active_num,freq_band_low_score_mean,freq_band_mid_score_mean,freq_band_high_score_mean,freq_band_low_score_top_mean,freq_band_mid_score_top_mean,freq_band_high_score_top_mean,freq_band_low_radius_mean,freq_band_mid_radius_mean,freq_band_high_radius_mean,freq_selected_low_indices,freq_selected_mid_indices,freq_selected_high_indices,freq_selected_low_coords,freq_selected_mid_coords,freq_selected_high_coords
11,0.022462657011747166,0.019537784734232413,3.2437352789981473,0.8888522581321987,0.171104488351683,1307418.6550939942,0.5794580582780262,0.8847676728601953,2801.308718543668,260448.56430446194,0.8226088568346602,0.12470834247497062,13.67038628029129,32.22711119612693,8.017373835757576,36.0,0.875269309069343,0.944685849361149,0.014896982177735118,0.017755558249449573,0.4129031226821146,0.3538614954026978,0.011904762126505375,0.5341485519730832,0.7760071965438239,0.752966061107283,4.73753280839895,0.1601231459753094,0.024569586151599727,0.7016371360288205,58.3921887455337,0.171104488351683,0.8888522581321987,1307418.6550939942,0.007939545212807306,0.0627450942993164,0.11618775279894275,0.0,1.0,1.0,0.0,16.099468231201172,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
12,0.02236985585290518,0.01949374589841725,3.220357161494378,0.9073599754512467,0.1703879070368026,1313293.4646462617,0.5802590248166005,0.8829720255479621,2807.2972584588433,260304.77427821522,0.8226085838683324,0.12443771841066716,13.665183040960853,32.21873967260233,8.053238658095404,36.0,0.8755333970717522,0.9413433807220833,0.01503584361720703,0.017979730703029842,0.41571044047751765,0.3564749338573671,0.011904762126505375,0.5347353293998482,0.7730272313889798,0.7502892693217278,4.744094488188976,0.16056463812670996,0.025388745102161183,0.7056473249525536,58.09741434212432,0.1703879070368026,0.9073599754512467,1313293.4646462617,0.007993520986107899,0.0627450942993164,0.11756597181630572,0.0,1.0,1.0,0.0,4.781651496887207,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
13,0.022479491652383072,0.019577614312228844,3.2061777740638715,0.9095085670785328,0.16984778020794936,1297498.6167240997,0.5811489709340893,0.8821513817718124,2800.2784650507247,260469.18372703413,0.8224990050310851,0.1244950789340933,13.650980507208168,32.196990389046235,8.039059975943308,36.0,0.8754837782855694,0.943892594175579,0.015125602558304084,0.018039893562443496,0.4148057728927592,0.3550596370354412,0.011904762126505375,0.5349673484423118,0.7757982021609785,0.7530972689157471,4.702099737532809,0.16026267837586367,0.02598669130863558,0.7149547347872276,57.87299559185198,0.16984778020794936,0.9095085670785328,1297498.6167240997,0.008000258952770333,0.0627450942993164,0.11813215517348505,0.0,1.0,1.0,0.0,8.154282569885254,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
14,0.02231239989458576,0.019468720023351625,3.2091739984947867,0.9271165085589792,0.16739599445829867,1310388.7559314128,0.5805031240755598,0.8820279883065981,2809.377838081366,260108.7034120735,0.8226342122750847,0.12491031219774822,13.677770753952254,32.23609636712046,8.06375818556361,36.0,0.8750686294535268,0.9442242640168255,0.015079475724776312,0.018027221319728424,0.41257178853815935,0.35274363987714913,0.011904762126505375,0.533991848672485,0.7715689294734264,0.7492550614073776,4.732283464566929,0.16109489287760628,0.02670957644536035,0.7197089131109984,58.00454042089267,0.16739599445829867,0.9271165085589792,1310388.7559314128,0.00805994462322082,0.0627450942993164,0.11937945059395524,0.0,1.0,1.0,0.0,7.189009666442871,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
15,0.022400711232238985,0.01953881114704187,3.193307998612171,0.9291805807999739,0.16898191217675296,1301328.3749509228,0.5812556711811828,0.8809882260709084,2802.0490036611477,260378.24934383202,0.8225627223050921,0.12544543540220968,13.673778708705724,32.23289881038096,8.064515107868717,36.0,0.8745167934603416,0.9434655729218548,0.015266167596373658,0.01825131993538216,0.4124817827476917,0.3519432658911377,0.011904762126505375,0.5341844198364923,0.7758701960772793,0.7528539885815492,4.696850393700787,0.160574720150686,0.027164052428770565,0.7243409921803813,57.757073980616774,0.16898191217675296,0.9291805807999739,1301328.3749509228,0.00805396821442747,0.0627450942993164,0.1196951034559509,0.0,1.0,1.0,0.0,7.32818078994751,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
16,0.02235653484973499,0.01949859843063816,3.2014530315173895,0.9258072561635746,0.1698809860963521,1385645.4700001196,0.5805320118408086,0.8810351532040619,2803.4984199210207,260410.3254593176,0.822676654393383,0.12493102317888183,13.661623733309522,32.214838278078815,8.059395888666536,36.0,0.8750540613809845,0.942478238340444,0.015263984955754376,0.0182493977693858,0.4128832291625929,0.3526877938253986,0.011904762126505375,0.5345327796798895,0.7757082879330134,0.752767490392274,4.702099737532809,0.16062117373849463,0.027131232411021323,0.7115999325679669,57.8767558420737,0.1698809860963521,0.9258072561635746,1385645.4700001196,0.008067939846637093,0.0627450942993164,0.1200567309761767,0.0,1.0,1.0,0.0,15.246715545654297,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
17,0.022489815354567226,0.01960200951446894,3.1835123901292097,0.9306388056966577,0.17016566816590276,1256676.8545455348,0.5815562851994265,0.8798636617961936,2800.751076151798,260555.73228346457,0.8226853334528255,0.12532770435193835,13.654185706975849,32.203211811833704,8.047688540910247,36.0,0.8746442570597266,0.9437305482192688,0.015398931189066194,0.01839879062874646,0.4141806648785048,0.35306793878593157,0.011904762126505375,0.5348527946345566,0.7765896269799722,0.7536528810090998,4.727034120734908,0.1606449937726569,0.028314134817365118,0.7168087621373455,57.60949078257003,0.17016566816590276,0.9306388056966577,1256676.8545455348,0.008086160932645553,0.0627450942993164,0.12088611479506405,0.0,1.0,1.0,0.0,3.7446329593658447,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
18,0.022447906650866815,0.019524324804500448,3.1611857479951513,0.9324842052353336,0.17026729282392605,1240555.7003153802,0.5830935191294649,0.8789762881823201,2801.008540529798,260461.12598425196,0.822522428431015,0.12508854248031934,13.661080330375489,32.21016514340112,8.042401485987579,36.0,0.8748872980970985,0.9443743229184894,0.015384663698774349,0.018360416044466126,0.4160211931650094,0.35490386985887695,0.011904762126505375,0.5345083740773693,0.7763142278574906,0.7530802693581912,4.691601049868766,0.16129767343284576,0.030118282229255815,0.7345793259738311,57.254322983148526,0.17026729282392605,0.9324842052353336,1240555.7003153802,0.008135247200096804,0.0627450942993164,0.12230065995900649,0.0,1.0,1.0,0.0,9.645418167114258,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
19,0.022349536921242325,0.019458371411955222,3.1661702381970063,0.9443759689024427,0.1707205113385293,1263151.8509453915,0.582453239699361,0.8788061750008164,2806.8577302947774,260129.54855643044,0.8227331938966786,0.12545190815285892,13.66364425943772,32.21747970795854,8.039986316637561,36.0,0.8745196728344823,0.9428508712212463,0.015561256203262668,0.01867641543589787,0.41280504327824735,0.3511689053432835,0.011904762126505375,0.5347803123598804,0.7739129543133703,0.7510286212955358,4.741469816272966,0.16211867923029452,0.030820770013168103,0.7213224339985785,57.40119803921757,0.1707205113385293,0.9443759689024427,1263151.8509453915,0.008184070046257786,0.0627450942993164,0.12335608629729804,0.0,1.0,1.0,0.0,6.15821647644043,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
20,0.022410524829982577,0.01950872292023475,3.1554328181299325,0.9575134780150386,0.1696175048983316,1266844.3574437245,0.5834322015144593,0.8785265233833752,2800.1585258290297,260102.01049868765,0.8225341161561447,0.12518738365157672,13.666472457240875,32.220800224508366,8.029334607446264,36.0,0.8747986277287536,0.9450193222041422,0.015438316029366937,0.018419830378644864,0.41393927105377354,0.35365510859045146,0.011904762126505375,0.5343049120647084,0.7750558010706062,0.7524246756967752,4.711286089238845,0.16254451456345284,0.03215422381077382,0.7286023283255069,57.29063387492823,0.1696175048983316,0.9575134780150386,1266844.3574437245,0.008203927606583776,0.0627450942993164,0.12413472390863213,0.0,1.0,1.0,0.0,13.691158294677734,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
