epoch,align_clean_topk,align_adv_topk,L_entangle_bg,L_anchor,L_collapse_aux,alsi_score,cos_t_conf,cos_t_clean,M_conf_sum,rlcp_conf_mass,rlcp_trim_keep_ratio,rlcp_core_exclusion_ratio,rlcp_adaptive_inner_mean,rlcp_adaptive_outer_mean,rlcp_adaptive_inner_min,rlcp_adaptive_outer_max,confounder_purity_ratio,overlap_ratio,preserve_loss,L_margin,margin_clean_mean,margin_adv_mean,gate_positive_ratio,pag_positive_ratio,pag_threshold,pag_mean_target_score,pag_fallback_count,perturbed_area_ratio_mean,L_tv,L_budget,L_total,L_tsvc,L_sem,sld_score,mean_abs_delta,max_abs_delta,saturation_ratio,support_prebaked_ratio,support_fallback_ratio,support_forced_pseudo_fallback_ratio,support_empty_ratio,grad_norm_fourier,grad_norm_suppress,freq_mode,freq_active_num_bases,freq_candidate_num_bases,freq_score_top_mean,enable_band_aware_freq_basis,freq_band_low_candidate_num,freq_band_mid_candidate_num,freq_band_high_candidate_num,freq_band_low_active_num,freq_band_mid_active_num,freq_band_high_active_num,freq_band_low_score_mean,freq_band_mid_score_mean,freq_band_high_score_mean,freq_band_low_score_top_mean,freq_band_mid_score_top_mean,freq_band_high_score_top_mean,freq_band_low_radius_mean,freq_band_mid_radius_mean,freq_band_high_radius_mean,freq_selected_low_indices,freq_selected_mid_indices,freq_selected_high_indices,freq_selected_low_coords,freq_selected_mid_coords,freq_selected_high_coords
21,0.022445137578910927,0.019507948570735654,3.1422540669053247,0.9655917103052765,0.16693042701701793,1332204.3623645788,0.583839085894985,0.8774247731775544,2802.3469345346416,260373.24934383202,0.8226167113240725,0.1246247850360396,13.651537165811204,32.196880057157486,8.070787566626795,36.0,0.8753528883920694,0.9447289781011211,0.015619083372460497,0.018681117612822713,0.413216863423977,0.35190477681754456,0.011904762126505375,0.5350940712278998,0.7750055839918586,0.7518629513014136,4.724409448818897,0.16253916436214771,0.03275327964042976,0.7172223715957381,57.11132055567944,0.16693042701701793,0.9655917103052765,1332204.3623645788,0.008209934368915367,0.0627450942993164,0.12448629862054439,0.0,1.0,1.0,0.0,7.354300022125244,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
22,0.022337626921272107,0.01944353532539852,3.1304289152615965,0.9523633076684681,0.16893610890143188,1319875.2975722244,0.5847134810993782,0.8766007159012819,2804.3273046164804,260204.6692913386,0.8223532307648606,0.125056431891743,13.663445638685493,32.216247528259885,8.026505042626827,36.0,0.8749245164218286,0.945666945691363,0.015574158941764688,0.018616828042112434,0.41276882414820937,0.3513534429661558,0.011904762126505375,0.534539931127641,0.7740297648428188,0.7507200037241802,4.746719160104987,0.16359315030374552,0.0342711772173252,0.7333594746789908,56.85859065418794,0.16893610890143188,0.9523633076684681,1319875.2975722244,0.008240624129273526,0.0627450942993164,0.1251761920926139,0.0,1.0,1.0,0.0,9.544804573059082,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
23,0.02251324716349208,0.019539042043541205,3.1269891287085265,0.977196358007396,0.16729551566437162,1309883.3117460716,0.5844409928312452,0.8761472805095982,2798.9568900628165,260546.8215223097,0.8225105470064327,0.12446664347892146,13.65156160250789,32.19541228947233,8.035016583436887,36.0,0.8755118556124738,0.9453099770760979,0.015634944177235127,0.018651586789909746,0.41573469172625405,0.35445142860018364,0.011904762126505375,0.5350145096118627,0.7765427553014203,0.754103325720624,4.671916010498688,0.16321021118971307,0.034627839834905985,0.72949624092873,56.92604552541818,0.16729551566437162,0.977196358007396,1309883.3117460716,0.008215268408962749,0.0627450942993164,0.12491557285619846,0.0,1.0,1.0,0.0,8.290966987609863,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
24,0.022441113823560357,0.019472940889091826,3.128953929022541,0.9624025047294736,0.1681605519389543,1347316.1796939198,0.5841526652558378,0.876407077170629,2800.9226099316343,260353.99212598425,0.8224406163627812,0.12476891406391345,13.662850696025219,32.21606831032432,8.035182263965048,36.0,0.8752198677122026,0.944797199040101,0.015724150235385797,0.018817562705243197,0.41453655199037764,0.35248594909045955,0.011904762126505375,0.5349448617595912,0.7755434214877898,0.7520733329920253,4.7506561679790025,0.1633897568453641,0.034448177414381595,0.7193431125225358,56.89067091653979,0.1681605519389543,0.9624025047294736,1347316.1796939198,0.00822312703351258,0.0627450942993164,0.12495236849690985,0.0,1.0,1.0,0.0,7.94379997253418,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
25,0.022456942900423733,0.01952508875850852,3.137606304774447,0.9588538395764008,0.16894569329115663,1303761.0830023205,0.5836546330053561,0.8766223620554909,2801.827830103544,260420.18372703413,0.8225737722996347,0.12448779952659673,13.676420399874331,32.23294540325114,8.036030866721335,36.0,0.8754827010228224,0.9448683988919011,0.015763643324824925,0.01889215002546522,0.4154930641566675,0.3532198344276646,0.011904762126505375,0.5339242398322621,0.7760441493738807,0.7530127775553398,4.650918635170604,0.16336144592974755,0.03450561130512261,0.7176796961331305,57.02155706450695,0.16894569329115663,0.9588538395764008,1303761.0830023205,0.008228260412655791,0.0627450942993164,0.12506615320645917,0.0,1.0,1.0,0.0,7.089515686035156,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
26,0.022453286479718573,0.019504896754379386,3.129063720152447,0.971656360142813,0.16959407745696742,1362610.9047204638,0.5840611264565908,0.8759396981040533,2805.3460032011694,260239.09973753282,0.8226152641514569,0.12499748324965004,13.652974278675808,32.1992501527496,8.005802371632743,36.0,0.8749662951853844,0.9440187017460309,0.0159116190298414,0.019132213096111142,0.4128724038796475,0.35005409857184866,0.011904762126505375,0.5349617245458406,0.7741767553767448,0.7516917258480409,4.696850393700787,0.16380196882123396,0.03483972160678523,0.7208690188062472,56.95055333335256,0.16959407745696742,0.971656360142813,1362610.9047204638,0.008247404395336203,0.0627450942993164,0.1254285044009917,0.0,1.0,1.0,0.0,6.077401161193848,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
27,0.02246329533070658,0.019514370992598846,3.122498073915797,0.9626699094697246,0.1676697622485987,1332709.0758702017,0.5844226500063437,0.8755670499952863,2799.180600757883,260147.28346456692,0.8225909587644424,0.12489993949910556,13.651883307775996,32.20020782044563,8.03368686663567,36.0,0.8751023524918351,0.9442404367610453,0.015828499313214124,0.01898204458552337,0.4131019520438875,0.35065415844790576,0.011904762126505375,0.5348748263237686,0.7758806113249361,0.7527215677320813,4.702099737532809,0.1638019377869258,0.03502687542965719,0.7225877034069672,56.7923782628978,0.1676697622485987,0.9626699094697246,1332709.0758702017,0.008249016462769017,0.0627450942993164,0.12559368083952605,0.0,1.0,1.0,0.0,8.450051307678223,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
28,0.02231592480142129,0.019398318787577154,3.1176476988579656,0.9726073566697088,0.16858253287752784,1281291.4179177019,0.5850566717570327,0.8756794171800557,2808.1840540768276,260295.0498687664,0.8224882833131658,0.12522425154884212,13.671771032585355,32.22904066099252,8.023278829436387,36.0,0.8747607833502963,0.9448737789893775,0.015564659966053222,0.01858494738303247,0.4113973660731879,0.3503045559789878,0.011904762126505375,0.5339137696084822,0.7736964659938066,0.7507717464929466,4.6745406824146984,0.16418988390622802,0.03532576860659548,0.7320241369600371,56.7633016991803,0.16858253287752784,0.9726073566697088,1281291.4179177019,0.008258851570153018,0.0627450942993164,0.12568938721391784,0.0,1.0,1.0,0.0,6.721868991851807,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
29,0.022464130780222066,0.019516490253172522,3.122535593553478,0.9629428055812055,0.16762546918249818,1332759.5427068805,0.5842994540173655,0.8756781500989889,2801.615667308099,260500.92125984252,0.8225108307386222,0.12441295057777627,13.650362175370185,32.19726239294542,8.043315065212994,36.0,0.8755774705734983,0.9445827286141466,0.015843410231906364,0.018984561422677817,0.41581880181949593,0.353719592250864,0.011904762126505375,0.5349507974484796,0.7762409722431304,0.7526025696262495,4.71259842519685,0.1636255040491034,0.03523363063498119,0.7305697839404028,56.79430783890051,0.16762546918249818,0.9629428055812055,1332759.5427068805,0.00823552881457948,0.0627450942993164,0.12539214555790104,0.0,1.0,1.0,0.0,13.862746238708496,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
30,0.022338600246250395,0.019421778940119025,3.120544317200428,0.9626448389895632,0.16752127483682683,1288310.2642550366,0.5847427134204103,0.8758932243859889,2806.792018059357,259574.3412073491,0.8224618241751499,0.12551147092984408,13.651007690431472,32.19560203623414,8.022932787466782,36.0,0.8744542778222902,0.9448798826335859,0.015620612566239565,0.01868008490324485,0.41073261580755077,0.34869267908841606,0.011904762126505375,0.5347606128750203,0.7712361167020366,0.74817965572395,4.727034120734908,0.16466184613585785,0.03544736511301337,0.726810798870297,56.758932449060474,0.16752127483682683,0.9626448389895632,1288310.2642550366,0.008295508490244704,0.0627450942993164,0.12635338638867605,0.0,1.0,1.0,0.0,7.511265277862549,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
31,0.022471473635396776,0.019529389273106386,3.1276024295276232,0.9798888600873822,0.16704461031307385,1415303.7158336348,0.5838803565551708,0.8755356678551783,2801.6841137102597,260215.78477690287,0.8225061071930699,0.12498651030963714,13.659467265588125,32.2120676488938,8.046387192060795,36.0,0.8749755822727266,0.9431379948594867,0.016039907982392028,0.019306405567810957,0.412228588278838,0.34860087086365915,0.011904762126505375,0.5346622889571084,0.7755464594573604,0.7513094663028425,4.748031496062992,0.1635042528702518,0.03468933571227814,0.7130942760802942,56.96193471793428,0.16704461031307385,0.9798888600873822,1415303.7158336348,0.008244965394122863,0.0627450942993164,0.12551983652191526,0.0,1.0,1.0,0.0,12.45667839050293,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
32,0.02240317208225548,0.019431583968350503,3.1231883125981006,0.9782630142577364,0.1680007054619589,1348131.4881488623,0.5836094393009483,0.874954986475793,2803.1567039189376,260381.5249343832,0.8226267549361672,0.12518641709147593,13.658343753880496,32.21053668128065,8.06350065629543,36.0,0.8747795704480353,0.9422185227301169,0.01601798234267889,0.019279860620224343,0.41421749028242794,0.3507729749393275,0.011904762126505375,0.5348648463968416,0.7744180984249642,0.7513545382967007,4.699475065616798,0.16386738562286682,0.035298605053502276,0.7278530203451322,56.88319018506628,0.1680007054619589,0.9782630142577364,1348131.4881488623,0.008251697642684687,0.0627450942993164,0.12569790375553405,0.0,1.0,1.0,0.0,10.19775104522705,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
33,0.02243472945086873,0.019515881924144433,3.115842739115237,0.9900242508709274,0.16750593077674938,1255493.1634046952,0.5846095921134384,0.8751135716966024,2805.723701270128,260067.99212598425,0.8224332530902126,0.12519062593602595,13.656208511103435,32.20479291623911,8.04477554081565,36.0,0.8747677939274108,0.9441736126912449,0.01573974004729096,0.01882488267289064,0.41201328892955,0.34977200791591734,0.011904762126505375,0.5346425063189075,0.7727292152834743,0.7500961990876206,4.7204724409448815,0.16426922511944933,0.0356819386767551,0.7337008503478343,56.81863341243874,0.16750593077674938,0.9900242508709274,1255493.1634046952,0.00827008881667272,0.0627450942993164,0.12598336338410226,0.0,1.0,1.0,0.0,19.018491744995117,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
34,0.02235171080657386,0.01939824299295274,3.115504997921741,0.9803566415635306,0.16894353984847782,1296907.5332329886,0.5848204896688364,0.8754735981568059,2808.811425036332,260510.58792650918,0.8223614942996208,0.12475861298720851,13.652369818408731,32.200881553963576,8.04493218682721,36.0,0.8752066310152137,0.9433274707151487,0.015673177272174262,0.018726064244699553,0.4107459521708213,0.34891704241121846,0.011904762126505375,0.5349011992360307,0.7740057374978248,0.7512536878821271,4.725721784776903,0.16376186072278837,0.03502598531505098,0.7221094233783212,56.76793970022928,0.16894353984847782,0.9803566415635306,1296907.5332329886,0.008255161444003891,0.0627450942993164,0.12566957517167715,0.0,1.0,1.0,0.0,6.671777725219727,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
35,0.022448510468724793,0.01953924578990973,3.10260615793113,0.9810746547587588,0.16862405238189096,1295218.7650390351,0.5856027034545616,0.8746705836015943,2801.5091866320527,260269.61417322836,0.8224888776126708,0.12474325735690514,13.641082719372449,32.1817984564002,8.038368992810685,36.0,0.8752456356409591,0.9438815482660782,0.01585079276301162,0.018991885710907295,0.41436561936233923,0.35225027318545216,0.011904762126505375,0.5353377689932778,0.7751955160447549,0.7518405287990951,4.708661417322834,0.16393164883604824,0.035491815025079754,0.7296857531928015,56.558553540487615,0.16862405238189096,0.9810746547587588,1295218.7650390351,0.008255658445762485,0.0627450942993164,0.12578906398510994,0.0,1.0,1.0,0.0,9.485176086425781,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
36,0.022441926991611016,0.019485933901717656,3.1091488674869687,0.9829501932843776,0.1668686847596031,1267580.534194988,0.584565764011152,0.874117812576882,2802.9969010373943,260302.5406824147,0.8225889743313077,0.12477004335317615,13.666814523960408,32.22261372843705,8.036566861699619,36.0,0.8752032799817263,0.9434950901612165,0.015935445920591124,0.019138928749684116,0.41411559735461484,0.35093340400870393,0.011904762126505375,0.53386051456996,0.7752076285248289,0.7510741748761033,4.698162729658793,0.16362788972109948,0.0349471174141397,0.7179659567480012,56.671969766691916,0.1668686847596031,0.9829501932843776,1267580.534194988,0.00825184282389643,0.0627450942993164,0.12566069977020655,0.0,1.0,1.0,0.0,9.44613265991211,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
37,0.022423925126347877,0.01947789469286506,3.113415273155753,0.9668514342132829,0.16815382653842448,1270083.5837119075,0.5851540812800453,0.875532344322609,2803.410101729532,260187.2624671916,0.8226535280910585,0.12513331670420613,13.669205903091502,32.2237797155229,8.048969006705235,36.0,0.8748363717039398,0.942815160289906,0.015904810504494063,0.019080220117356526,0.4144714764683578,0.35167515825411777,0.011904762126505375,0.5343370148575831,0.7746415706756232,0.7515871558900988,4.694225721784777,0.1640606495769318,0.03557070074822959,0.7330908124528219,56.66484878820384,0.16815382653842448,0.9668514342132829,1270083.5837119075,0.008262528410288957,0.0627450942993164,0.12591548540734557,0.0,1.0,1.0,0.0,7.041706562042236,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
38,0.02252865152365071,0.01956678510721763,3.1151087628261935,0.9715562608298354,0.16910267875498047,1283463.5214131016,0.5847861900443273,0.875090408982255,2800.1507287079708,260341.12860892387,0.8226314235025608,0.12502222610410713,13.647347496492566,32.189959484965485,8.027238704813307,36.0,0.8749489202573664,0.9438227874391864,0.015760628727149815,0.018827565673208892,0.4132018357984663,0.35123126592066656,0.011904762126505375,0.5349315409732015,0.7757666749217103,0.7533547924086565,4.699475065616798,0.16349568118260602,0.034940996366183905,0.7193118757776075,56.71808793976551,0.16910267875498047,0.9715562608298354,1283463.5214131016,0.008244639888327578,0.0627450942993164,0.1255654632126096,0.0,1.0,1.0,0.0,7.998498916625977,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
39,0.022429614566789643,0.019445530963594734,3.1124944499158484,0.9805166482768972,0.16917275827074926,1336497.2722851194,0.5850410409278236,0.8751454963589173,2802.846634992463,260320.6377952756,0.8225586563218402,0.12509292183829862,13.647394570562058,32.19327447427332,8.021178875016727,36.0,0.8748926553686007,0.9449681785765265,0.015640823667981415,0.018657942584091234,0.4145331331125395,0.3529504030708253,0.011904762126505375,0.5351834544682887,0.775124951287965,0.7521264942790887,4.706036745406824,0.16365835502782833,0.03503645936472053,0.7206680921744799,56.71950244653256,0.16917275827074926,0.9805166482768972,1336497.2722851194,0.008254173969522393,0.0627450942993164,0.12569588224288672,0.0,1.0,1.0,0.0,6.263050079345703,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
40,0.02230143283061155,0.019402330817674285,3.115394524701937,0.9736783772002994,0.16694809394715027,1310203.0938347303,0.5846436400738911,0.8752207385143065,2805.6471481790472,260134.18897637795,0.8224717155685577,0.12516013264424888,13.658916741340557,32.20805911955406,8.053572198398166,36.0,0.8748073662046055,0.9434548658026962,0.015875762475781593,0.019070808831027897,0.4128172507905585,0.34983636687199277,0.011904762126505375,0.5344347106444886,0.7732155866608705,0.7506459742774761,4.673228346456693,0.16433865719736404,0.03572725241128698,0.733573767300353,56.72864570517552,0.16694809394715027,0.9736783772002994,1310203.0938347303,0.008278443781155458,0.0627450942993164,0.12616574111103698,0.0,1.0,1.0,0.0,8.799996376037598,-1.0,fixed_topk,16,64,0.9185808897018433,True,16,32,16,1,13,2,0.8957814574241638,0.6934589147567749,0.8410671353340149,1.0200610160827637,0.8984793424606323,0.9985008239746094,5.5528267713635415,16.407041394653806,38.8692674917306,[0],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 43, 44, 45, 46]","[48, 49]","[[633, 0]]","[[630, 638], [13, 625], [626, 630], [635, 19], [630, 7], [8, 625], [16, 636], [6, 12], [636, 628], [627, 622], [0, 629], [5, 629], [636, 14]]","[[633, 608], [0, 33]]"
