epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,58.5359,3.24994,4.53138,3.75648,0.00107,0.11312,0.00093,0.00026,3.00629,4.34144,3.41138,0.00332609,0.00332609,0.0700652
2,106.881,2.1476,3.3491,2.62606,0.17109,0.10912,0.03345,0.01331,2.17984,4.3018,2.68405,0.00665901,0.00665901,0.0400648
3,153.462,1.59663,2.66095,2.0643,0.09193,0.1493,0.06583,0.03,2.00919,4.14558,2.51982,0.00999031,0.00999031,0.0100628
4,198.591,1.4249,2.34548,1.86027,0.18667,0.21271,0.13451,0.06921,1.91949,3.82519,2.34455,0.0099945,0.0099945,0.0099945
5,242.359,1.31471,2.14415,1.75318,0.22468,0.24967,0.16919,0.09128,1.75688,3.65452,2.20606,0.00999023,0.00999023,0.00999023
6,287.535,1.23961,2.00327,1.67627,0.28296,0.27427,0.21039,0.11668,1.75942,3.94065,2.15152,0.00998474,0.00998474,0.00998474
7,332.765,1.19345,1.89869,1.62801,0.30717,0.29011,0.23315,0.13316,1.7114,3.54095,2.10577,0.00997803,0.00997803,0.00997803
8,377.473,1.15817,1.81069,1.59055,0.31721,0.31986,0.27283,0.15628,1.65362,3.53556,2.04751,0.00997011,0.00997011,0.00997011
9,422.107,1.12843,1.74251,1.56286,0.34393,0.32212,0.28731,0.16846,1.63686,3.44044,2.02999,0.00996097,0.00996097,0.00996097
10,465.996,1.10784,1.6975,1.54297,0.36961,0.34114,0.31236,0.18523,1.61548,3.3249,2.01164,0.00995062,0.00995062,0.00995062
11,512.214,1.08662,1.64717,1.52343,0.39254,0.36516,0.33906,0.19936,1.58813,3.24843,1.99248,0.00993906,0.00993906,0.00993906
12,557.025,1.07162,1.61647,1.50863,0.44242,0.35922,0.35266,0.20881,1.59312,3.34014,1.99995,0.00992629,0.00992629,0.00992629
13,602.454,1.05474,1.57403,1.49517,0.45835,0.3713,0.37794,0.23072,1.54265,3.22983,1.9473,0.00991232,0.00991232,0.00991232
14,647.062,1.03262,1.53587,1.47294,0.47972,0.39235,0.39415,0.23847,1.52431,3.09483,1.918,0.00989715,0.00989715,0.00989715
15,691.401,1.0254,1.51269,1.46055,0.48525,0.41545,0.41875,0.25823,1.50175,3.09553,1.90706,0.00988079,0.00988079,0.00988079
16,735.678,1.0097,1.48341,1.44795,0.52817,0.41766,0.43684,0.26769,1.51917,2.96668,1.90643,0.00986323,0.00986323,0.00986323
17,780.322,1.00264,1.46208,1.44207,0.4937,0.4386,0.4353,0.2675,1.49993,3.0578,1.88675,0.00984449,0.00984449,0.00984449
